contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human	Specy
k61_875	620	0.398387096774194	1	0.956965208886406	0.0588235294117647	20	0.0525399093740686	0.00851284889875542	N	N	Candidozyma auris
k61_796	295	0.555932203389831	1	0.398433594400933	0.0588235294117647	45	1.00762930547513	0.039722156798312	N	N	Klebsiella pneumoniae
k61_1185	566	0.551236749116608	2	0.578140849337699	0.0658686137107751	66	1.06928146831152	0.0415950753893353	N	N	Klebsiella pneumoniae
k61_1506	596	0.565436241610738	2	0.574392883177381	0.0890590173466421	70	1.35369109105802	0.0458699932052144	N	N	Klebsiella pneumoniae
k61_805	826	0.424939467312349	1	1.00005294647112	0.0588235294117647	26	0.0581294778658298	0.00885905965259813	N	N	Saccharomyces cerevisiae
k61_982	281	0.508896797153025	5	0.302999605958228	0.190780390735532	423	0.486694519982745	0.242407535604745	N	N	Lampetra fluviatilis
k61_96	286	0.611888111888112	1	0.300105671010919	0.0563578724903135	41	0.688368121298135	0.035699088933639	N	N	Klebsiella pneumoniae
k61_1148	305	0.360655737704918	1	0.469945355191257	0.0588235294117647	2	0.0137763056312504	0.00255085382179123	N	N	Klebsiella pneumoniae
k61_1689	268	0.376865671641791	1	0.810591685354494	0.0588235294117647	7	0.519526971696516	0.00617831088730716	N	N	Human respiratory syncytial virus B
k61_288	205	0.497560975609756	4	0.541554988726143	0.165114576894946	215	0.303448006085906	0.141597063208102	N	N	Bradybaena similaris
k61_1053	410	0.463414634146341	2	0.405409538256397	0.0697906281156531	35	0.799199274085733	0.0296790204238956	N	N	Klebsiella pneumoniae
k61_654	224	0.410714285714286	3	0.567589556625222	0.14797384944019	230	0.266409358010191	0.120418519101424	N	N	NA
k61_82	391	0.411764705882353	5	0.329907948181425	0.170282370124274	265	0.327718341696545	0.172907495036495	N	N	Sus scrofa
k61_766	229	0.445414847161572	5	0.406567552211743	0.195565724041575	250	0.367539444980045	0.178962161380947	N	N	Lampetra fluviatilis
k61_1713	207	0.603864734299517	1	0.245056320400501	0.0588235294117647	39	0.603813415094625	0.0352371063480999	N	N	Klebsiella pneumoniae
k61_506	325	0.553846153846154	2	0.374861651329728	0.0814164485640571	53	0.662368290216896	0.0378576024026582	N	N	Klebsiella pneumoniae
k61_1441	3218	0.549098819142324	2	1.81913127513388	0.0789905658675614	223	1.35828929756156	0.0534312710013573	N	N	Klebsiella pneumoniae
k61_1671	239	0.598326359832636	2	0.680246365174013	0.0775401069518716	53	1.20240285882236	0.0444871608911049	N	N	Klebsiella pneumoniae
k61_130	201	0.577114427860697	2	0.355825119103245	0.101941747572816	38	0.725218865737029	0.0341615488182001	N	N	Klebsiella pneumoniae
k61_1209	449	0.538975501113586	2	0.578298133412657	0.0688443519000521	54	0.844430880074818	0.0385157346306758	N	N	Klebsiella pneumoniae
k61_1526	273	0.32967032967033	2	0.38216967761904	0.069693094629156	10	0.590483431732904	0.00726488656247751	N	N	Human respiratory syncytial virus B
k61_1199	229	0.51528384279476	1	0.868792971734147	0.0588235294117647	46	0.792749258007449	0.0395559183813416	N	N	Klebsiella pneumoniae
k61_695	343	0.606413994169096	2	0.257581846221635	0.103861643533818	42	0.979800085296203	0.0354369972181905	N	N	Klebsiella pneumoniae
k61_171	270	0.566666666666667	1	0.500713012477718	0.0588235294117647	39	0.938101935897078	0.0351580666363212	N	N	NA
k61_1224	232	0.551724137931034	2	0.463256632628241	0.0780976220275344	51	1.2712696685752	0.0412903806786591	N	N	Klebsiella pneumoniae
k61_1109	340	0.629411764705882	1	0.343013779819232	0.0588235294117647	47	1.06349834520609	0.0393950631109554	N	N	Klebsiella pneumoniae
k61_1196	371	0.495956873315364	2	1.38602363793061	0.0701478452343504	53	1.32990215899506	0.0401961418434416	N	N	Klebsiella pneumoniae
k61_1057	291	0.498281786941581	1	0.248057713651498	0.0588235294117647	1	0.00440907360328163	0.001318218848892	N	N	Caudoviricetes sp.
k61_599	304	0.371710526315789	1	0.418190805734058	0.0588235294117647	16	0.0439743650760087	0.00887483346810696	N	N	Candidozyma auris
k61_1521	1048	0.407442748091603	4	0.864707868485575	0.169640912844811	294	0.490193042977016	0.149291121902136	N	N	Lampetra fluviatilis
k61_1235	413	0.619854721549637	2	0.566754724649462	0.0804953560371517	51	1.3413619224402	0.0376433348897487	N	N	Klebsiella pneumoniae
k61_1388	339	0.448377581120944	1	0.592521430682823	0.0588235294117647	8	0.0705868333617592	0.00810002443581547	N	N	parainfluenza virus 5
k61_400	523	0.462715105162524	1	0.272867262088081	0.0588235294117647	1	0.00371392979324707	0.00129917819425852	N	N	Bacteriophage sp.
k61_1673	258	0.593023255813954	1	0.388696655132641	0.0582468281430219	37	0.651071814661123	0.0315650198866183	N	N	Klebsiella pneumoniae
k61_1651	315	0.584126984126984	2	0.296727457472714	0.0730669626341102	53	1.17266092933817	0.044218920339	N	N	Klebsiella pneumoniae
k61_901	302	0.427152317880795	1	0.986624478642312	0.0588235294117647	11	0.0279472757816614	0.00496527307822389	N	N	Limosilactobacillus reuteri
k61_931	599	0.407345575959933	1	0.397444692162579	0.0588235294117647	5	1.03106834551974	0.00519500889728062	N	N	Klebsiella pneumoniae
k61_252	264	0.556818181818182	2	0.393134939512197	0.0754129462562954	47	0.783909401323543	0.0390368231101755	N	N	Klebsiella pneumoniae
k61_1359	260	0.388461538461538	1	0.365057650967364	0.0584326753957397	9	0.0368927148257475	0.00588670276250732	N	N	Ligilactobacillus salivarius
k61_335	210	0.480952380952381	3	0.26950503370681	0.133091814573003	309	0.267110361226872	0.164887108489222	N	N	NA
k61_429	683	0.49194729136164	2	0.680596590034042	0.0842743974380583	71	1.50531296870182	0.050131641347041	N	N	Klebsiella pneumoniae
k61_580	202	0.381188118811881	1	0.308886107634543	0.0588235294117647	7	0.0250237423396289	0.00535974782598985	N	N	NA
k61_768	262	0.553435114503817	2	0.229883276597963	0.0755208604905809	38	0.691832685052381	0.0339737936504174	N	N	Klebsiella pneumoniae
k61_435	279	0.551971326164875	2	0.396465821149713	0.0952283011106541	57	1.07516142627725	0.0434899026194866	N	N	Klebsiella pneumoniae
k61_1047	241	0.547717842323652	2	0.279660910619351	0.0773866923818708	55	1.02096099771077	0.0431041933882324	N	N	Klebsiella pneumoniae
k61_441	253	0.561264822134387	1	0.543931496649293	0.0588235294117647	51	0.975974144571327	0.0406056592475511	N	N	Klebsiella pneumoniae
k61_694	265	0.415094339622642	1	0.327097396335584	0.0588235294117647	12	0.0303162093027908	0.00696978576003674	N	N	NA
k61_799	226	0.508849557522124	1	0.273382916384945	0.0588235294117647	49	0.916391017948963	0.0424667599002017	N	N	Klebsiella pneumoniae
k61_970	231	0.532467532467532	3	1.73600097144464	0.115761689291101	48	1.20262050893553	0.0409799409265215	N	N	Klebsiella pneumoniae
k61_525	582	0.580756013745705	2	0.568908343885797	0.0742559374686842	102	0.914958662152833	0.0483724691201627	N	N	Klebsiella pneumoniae
k61_696	233	0.446351931330472	1	0.326481521976821	0.0588235294117647	8	0.202706161158393	0.00730052458287005	N	N	Klebsiella pneumoniae
k61_1074	1903	0.515501839201261	3	2.46199500732943	0.094811681833038	130	1.61122118689369	0.0522933161548302	N	N	Klebsiella pneumoniae
k61_1211	226	0.442477876106195	1	0.823726806158706	0.0588235294117647	8	0.0251269473447751	0.00537822085291031	N	N	Lactobacillus gasseri
k61_1420	420	0.314285714285714	1	0.861597830621612	0.0586149353358365	12	0.0554944181625936	0.00740736898917793	N	N	Cryptotermes secundus
k61_1112	514	0.552529182879377	2	1.13065048370102	0.067584480600751	62	1.22041320611709	0.0456835154115258	N	N	Klebsiella pneumoniae
k61_1654	466	0.542918454935622	2	0.405408065387944	0.0684811237928007	43	0.863857589482016	0.0365683862795316	N	N	Klebsiella pneumoniae
k61_1626	349	0.3810888252149	4	1.64707144552096	0.204069834954839	412	0.644624782635807	0.209310836850473	N	N	NA
k61_628	1863	0.544283413848631	3	1.10452903524234	0.0863534797536651	102	1.21118345359432	0.0460808745177343	N	N	Klebsiella pneumoniae
k61_1296	221	0.520361990950226	1	0.141227180527384	0.0557809330628804	1	0.00151756451091723	0.000963624613396114	N	N	Caudoviricetes sp.
k61_425	269	0.408921933085502	1	0.612958226768971	0.0588235294117647	12	0.0323928152817786	0.00761737052836192	N	N	Saccharomyces cerevisiae
k61_822	254	0.606299212598425	2	0.564402881775278	0.0764476997024491	37	0.73378742197952	0.0362018816751136	N	N	Klebsiella pneumoniae
k61_21	340	0.361764705882353	4	0.627462223771876	0.185900709754905	445	0.473503619126388	0.221970755912068	N	N	Bradybaena similaris
k61_406	493	0.59026369168357	2	0.904836112688543	0.0674810246679317	71	1.11956171871299	0.0437776342389635	N	N	Klebsiella pneumoniae
k61_33	273	0.355311355311355	1	0.408895265423242	0.0588235294117647	13	0.0277574922544846	0.00767000597022315	N	N	Saccharomyces cerevisiae
k61_1332	638	0.413793103448276	4	1.17369374613253	0.178961519287142	447	0.622797117509945	0.19027349971106	N	N	NA
k61_1462	222	0.391891891891892	1	0.916247539908159	0.0588235294117647	8	0.0784307871039397	0.00873408296996869	N	N	parainfluenza virus 5
k61_572	202	0.405940594059406	3	0.377024336261915	0.13674350587543	340	0.342241540435769	0.185630975524931	N	N	Trachinotus anak
k61_119	305	0.442622950819672	4	0.595841267934193	0.169451843117204	445	0.422323786541585	0.232335337841725	N	N	NA
k61_1556	314	0.308917197452229	1	1.99035879912131	0.0577251647546985	19	0.105445450352344	0.0113792177185363	N	N	Cyprideis torosa
k61_1197	1067	0.558575445173383	2	4.05763903605704	0.0672739244951712	83	1.6498640252374	0.0453097548494144	N	N	Klebsiella pneumoniae
k61_498	213	0.370892018779343	1	0.506839945280438	0.0588235294117647	12	0.0410509322767797	0.0086088340442286	N	N	Candida albicans
k61_646	241	0.49792531120332	1	0.164386684906521	0.0588235294117647	1	0.00252690347955129	0.00118302668036487	N	N	Caudoviricetes sp.
k61_1399	1088	0.534926470588235	2	0.686842546721474	0.068170829975826	75	0.956929123730721	0.0416605159006777	N	N	Klebsiella pneumoniae
k61_844	231	0.350649350649351	1	0.733016438898794	0.0588235294117647	12	0.0372043377597335	0.00664848564738924	N	N	Candida pseudojiufengensis
k61_357	289	0.453287197231834	3	0.989075526970179	0.158262735632169	383	0.494929916014127	0.1970276253287	N	N	NA
k61_117	336	0.491071428571429	1	0.146644573322286	0.0588235294117647	1	0.00177988951109602	0.00111620189678903	N	N	Caudoviricetes sp.
k61_659	520	0.542307692307692	2	0.600045225981137	0.076078431372549	56	1.08475410429413	0.0418175279337478	N	N	Klebsiella pneumoniae
k61_894	249	0.542168674698795	1	0.570625702510304	0.0588235294117647	43	1.05508488755513	0.03769591037727	N	N	Klebsiella pneumoniae
k61_331	200	0.535	1	0.397423432182791	0.0561497326203209	40	0.769660638869439	0.035701036059063	N	N	Klebsiella pneumoniae
k61_1201	273	0.465201465201465	3	0.908089763972117	0.166777399757149	242	0.354862339707589	0.11565909504291	N	N	NA
k61_461	623	0.528089887640449	2	0.962708407726316	0.0698441213897161	73	1.3907992434876	0.0486553280872262	N	N	Klebsiella pneumoniae
k61_823	315	0.587301587301587	1	0.337159253945481	0.0583452893352463	40	0.512596965260658	0.0333334076618098	N	N	Klebsiella pneumoniae
k61_1315	326	0.561349693251534	2	0.757199681782022	0.0817820206841686	49	1.23072361900674	0.0414629104561685	N	N	Klebsiella pneumoniae
k61_1122	515	0.401941747572816	1	0.505770662695458	0.0588235294117647	33	0.085276121963567	0.0131080692850177	N	N	Lodderomyces beijingensis
k61_828	204	0.661764705882353	5	0.216245195915334	0.126733040894959	348	0.293318182795918	0.204193489568622	N	N	Pongo abelii
k61_1079	456	0.56359649122807	2	0.517296902672814	0.0680708964808631	48	0.913946003100561	0.0365851328454133	N	N	Klebsiella pneumoniae
k61_1145	298	0.345637583892617	1	0.6093984335944	0.0588235294117647	12	0.352774725664072	0.00671566965076311	N	N	Human respiratory syncytial virus B
k61_567	292	0.431506849315068	4	0.917337033315593	0.181724388888503	234	0.523918120795508	0.143555119299747	N	N	NA
k61_157	246	0.491869918699187	1	0.714077581496994	0.0588235294117647	52	1.10825916236737	0.0423652899287612	N	N	Klebsiella pneumoniae
k61_626	316	0.594936708860759	2	0.501956322525509	0.0730223123732252	42	0.926218962382445	0.0351513065318645	N	N	Klebsiella pneumoniae
k61_998	263	0.399239543726236	1	0.721392093815018	0.0588235294117647	7	0.0709182917938336	0.00764513961494134	N	N	parainfluenza virus 5
k61_1236	370	0.543243243243243	6	3.08443725826498	0.242853019660161	156	5.07804025013163	0.127390132716147	N	N	Stutzerimonas stutzeri
k61_1180	230	0.521739130434783	2	0.608717799968129	0.0782630648826054	47	1.03379283510774	0.0401480028893062	N	N	Klebsiella pneumoniae
k61_1147	227	0.493392070484582	1	0.394311570782159	0.0588235294117647	39	1.08996980111641	0.039042287785456	N	N	Klebsiella pneumoniae
k61_1038	245	0.559183673469388	1	0.301316330728095	0.0588235294117647	46	0.837583303043838	0.0394978173982857	N	N	Klebsiella pneumoniae
k61_762	1335	0.424719101123596	1	0.710666397143047	0.0588235294117647	29	0.084228979357083	0.00615112249929444	N	N	Klebsiella pneumoniae
k61_725	206	0.567961165048544	1	0.41999515855725	0.0588235294117647	33	0.64060866236462	0.0316801360711168	N	N	Klebsiella pneumoniae
k61_1603	379	0.546174142480211	2	0.404667556376827	0.0706806282722513	59	1.11471793147787	0.0450136034191899	N	N	Klebsiella pneumoniae
k61_1507	284	0.454225352112676	3	0.926088188283028	0.164866509063936	301	0.391085638012377	0.163233862052284	N	N	NA
k61_1058	596	0.604026845637584	2	0.715708616940596	0.0780411667154424	66	1.03744482049354	0.0416168895031569	N	N	Klebsiella pneumoniae
k61_526	253	0.600790513833992	2	0.515986264392843	0.0932512539899681	41	0.961016184926318	0.0352236459705882	N	N	Klebsiella pneumoniae
k61_1488	258	0.562015503875969	2	0.302559059151351	0.0761775974757719	39	0.867052603425675	0.0336014727382557	N	N	Klebsiella pneumoniae
k61_1072	225	0.573333333333333	1	0.7019881123181	0.0588235294117647	52	1.13677190144796	0.0469309261480102	N	N	Klebsiella pneumoniae
k61_1334	481	0.401247401247401	4	0.644386798873659	0.170470934784312	285	0.391061562980759	0.159307158412194	N	N	NA
k61_1033	372	0.594086021505376	2	0.569525239883187	0.0709019607843137	45	0.683682569715198	0.0345892790212389	N	N	Klebsiella pneumoniae
k61_1748	22900	0.373144104803493	5	151.249702392345	0.226635723469757	0	0	0	Y	N	Severe acute respiratory syndrome coronavirus 2
k61_466	2334	0.431448157669237	2	237.670586222373	0.11712773394587	103	16.6998673529943	0.0505012007652029	N	N	Influenza A virus
k61_1696	716	0.582402234636871	2	0.727408985178307	0.0713877784123358	56	1.428984927514	0.0417981281602569	N	N	Klebsiella pneumoniae
k61_1479	263	0.5893536121673	1	0.293343653250774	0.0588235294117647	37	0.682980793567683	0.0316077549223125	N	N	Klebsiella pneumoniae
k61_1587	321	0.56386292834891	2	0.284611181934074	0.0651107790331875	62	0.966205463249324	0.0436466102486451	N	N	NA
k61_439	250	0.52	4	0.463151065649264	0.141095905642439	391	0.359783929459681	0.208681898792046	N	N	Melanogrammus aeglefinus
k61_865	254	0.606299212598425	1	0.397843137254902	0.0588235294117647	49	0.985065090516891	0.0408509335612571	N	N	Klebsiella pneumoniae
k61_923	957	0.588296760710554	2	0.543256097148462	0.0669614564983776	65	0.966860983210251	0.0393960323734625	N	N	Klebsiella pneumoniae
k61_1070	221	0.497737556561086	1	0.331965344277246	0.0588235294117647	56	1.00017942810867	0.0464789977200302	N	N	Klebsiella pneumoniae
k61_1014	211	0.545023696682464	1	0.236764705882353	0.0504901960784314	37	1.22663459193594	0.0365606763636745	N	N	Klebsiella pneumoniae
k61_340	234	0.320512820512821	1	0.262254901960784	0.0588235294117647	9	0.0272881914831271	0.0061348360538882	N	N	Candida albicans
k61_1421	259	0.540540540540541	1	0.520347761746208	0.0588235294117647	35	0.730788780692661	0.0328352418024765	N	N	Klebsiella pneumoniae
k61_1621	212	0.39622641509434	3	0.502815819079143	0.144803639588969	239	0.314030466841601	0.131588649933956	N	N	NA
k61_787	363	0.570247933884298	2	0.891310041960961	0.0881916390836352	43	0.742052120765815	0.034465658493846	N	N	Klebsiella pneumoniae
k61_483	296	0.344594594594595	1	0.403337266138547	0.0588235294117647	10	0.0304172185529816	0.00662250692227339	N	N	Debaryomyces hansenii var. hansenii
k61_267	230	0.578260869565217	1	0.385219791887874	0.0588235294117647	48	1.09926890189339	0.0419018147671405	N	N	Klebsiella pneumoniae
k61_103	221	0.524886877828054	2	0.378655012588693	0.0790441176470588	47	0.905731132008348	0.0405698379345594	N	N	Klebsiella pneumoniae
k61_1434	223	0.42152466367713	4	0.626480397222717	0.197214443220651	385	0.515955436078338	0.229649379074456	N	N	Lampetra fluviatilis
k61_163	348	0.566091954022989	1	0.652557544757035	0.0588235294117647	58	0.907680309144777	0.0397776737575424	N	N	Klebsiella pneumoniae
k61_443	410	0.521951219512195	2	0.412748660986311	0.0803047555891006	60	1.27936889544951	0.043934198131444	N	N	Klebsiella pneumoniae
k61_108	350	0.565714285714286	2	0.398111986647234	0.0816901408450704	44	0.81641842239383	0.0372122396071719	N	N	Klebsiella pneumoniae
k61_281	228	0.570175438596491	1	0.325943810359965	0.0588235294117647	39	0.686898980072135	0.0365156044857049	N	N	Klebsiella pneumoniae
k61_1175	204	0.588235294117647	1	0.360700876095119	0.0588235294117647	37	0.812688811447737	0.0339218422855395	N	N	Klebsiella pneumoniae
k61_407	425	0.52	1	0.16827173347215	0.0580426861009891	1	0.00411926076898601	0.00121255901550528	N	N	Caudoviricetes sp.
k61_887	321	0.59190031152648	2	0.884117430863101	0.0866113316492241	47	0.831768873486573	0.0373418185716684	N	N	Klebsiella pneumoniae
k61_403	270	0.425925925925926	2	1.23651629812945	0.100539399692017	62	1.58293917911503	0.0528941907221182	N	N	Klebsiella pneumoniae
k61_1292	528	0.401515151515151	1	3.07107843137255	0.0588235294117647	22	0.170647217585567	0.0108552765413398	N	N	Candidozyma auris
k61_320	290	0.386206896551724	1	0.831868950111688	0.0588235294117647	10	0.0346896116836671	0.00586227380314565	N	N	Lactobacillus acidophilus
k61_1170	252	0.46031746031746	3	0.912885546281625	0.157366652135394	230	0.518392818153085	0.157671389849494	N	N	NA
k61_962	207	0.516908212560386	4	0.257324586443987	0.151840920498532	189	0.160471225034151	0.107068454848844	N	N	NA
k61_1248	215	0.530232558139535	1	0.185166240409207	0.0588235294117647	1	0.00277546969487145	0.00111942020957393	N	N	Bacteriophage sp.
k61_573	278	0.561151079136691	1	0.716622604097818	0.0588235294117647	39	0.732705118663738	0.035202938632918	N	N	Klebsiella pneumoniae
k61_327	209	0.607655502392344	1	0.613970588235294	0.0588235294117647	42	0.757129360659397	0.0356654244359153	N	N	Klebsiella pneumoniae
k61_575	1078	0.388682745825603	1	3.11143261105448	0.0588235294117647	19	0.0955241575456351	0.00734675656314045	N	N	Candida albicans
k61_1709	433	0.478060046189376	1	0.208385481852315	0.0588235294117647	1	0.00237155518626229	0.000978050131560725	N	N	Klebsiella pneumoniae
k61_590	494	0.593117408906883	2	0.63282531486227	0.067937033968517	74	1.28007344849958	0.046087137132827	N	N	Klebsiella pneumoniae
k61_215	246	0.613821138211382	2	0.554978757473624	0.0762573653798094	40	0.591418769313676	0.0317843562608251	N	N	Klebsiella pneumoniae
k61_1320	224	0.517857142857143	1	0.470373550880206	0.0588235294117647	38	0.803803722291881	0.035435342064795	N	N	Klebsiella pneumoniae
k61_365	285	0.585964912280702	1	0.444733645670658	0.0588235294117647	33	0.460999007140736	0.0313659708166524	N	N	Klebsiella pneumoniae
k61_367	283	0.459363957597173	3	0.65102837616454	0.156588037054086	421	0.451630890405673	0.224345949699949	N	N	NA
k61_853	256	0.6015625	1	0.194244604316546	0.0581887431231485	44	0.861973071073809	0.0355183708840339	N	N	Klebsiella pneumoniae
k61_1716	1891	0.54574299312533	2	0.57993006218843	0.0785768470386811	98	1.27044351705993	0.043199191003243	N	N	Klebsiella pneumoniae
k61_1361	440	0.340909090909091	1	0.706090209935565	0.0588235294117647	13	0.0370604989072244	0.00629875948347478	N	N	Candidozyma auris
k61_64	373	0.595174262734584	2	0.879636145376274	0.0708698372966208	104	1.26804661387388	0.0541987912789614	N	N	Klebsiella pneumoniae
k61_1458	456	0.416666666666667	3	0.531800895372831	0.158951090992984	412	0.351054731864705	0.174023233292959	N	N	NA
k61_245	293	0.515358361774744	2	1.15064898518097	0.0729332273449921	37	0.715567537236535	0.0324963494459313	N	N	Klebsiella pneumoniae
k61_1702	247	0.546558704453441	1	0.265647896169144	0.0588235294117647	45	0.802504685541207	0.0373964800736574	N	N	Klebsiella pneumoniae
k61_1004	201	0.557213930348259	2	0.284930511376273	0.0810265282583622	48	0.830023299143676	0.0394841184892763	N	N	Klebsiella pneumoniae
k61_625	267	0.543071161048689	1	0.351286764705882	0.0588235294117647	52	1.1119515408559	0.0413719969562334	N	N	Klebsiella pneumoniae
k61_588	221	0.583710407239819	1	0.771541010770506	0.0588235294117647	43	0.674001600679857	0.0382645395760527	N	N	Klebsiella pneumoniae
k61_38	398	0.555276381909548	3	0.389674420759247	0.0776001173536746	59	1.40544004324491	0.0457008663513124	N	N	Klebsiella pneumoniae
k61_811	237	0.569620253164557	1	0.407801418439716	0.0588235294117647	35	0.523727043652867	0.0307576603631306	N	N	Klebsiella pneumoniae
k61_555	236	0.377118644067797	1	1.36050911592707	0.0588235294117647	19	0.112399258704075	0.0113164276277775	N	N	Saccharomyces cerevisiae
k61_408	331	0.637462235649547	1	0.362108479755538	0.0588235294117647	48	0.845026964615719	0.0375140003083897	N	N	Klebsiella pneumoniae
k61_1379	257	0.45136186770428	1	0.382737408688966	0.0588235294117647	11	0.0329843393537643	0.00690638408429076	N	N	Plesiomonas shigelloides
k61_467	357	0.613445378151261	2	0.842311290586863	0.0663801867229055	61	0.98786566315376	0.0431712987997513	N	N	Klebsiella pneumoniae
k61_827	435	0.124137931034483	6	2.42408243951018	0.248322160208545	627	7.03684239078201	0.603102856435027	N	N	Primulina eburnea
k61_554	201	0.313432835820896	1	0.252063983488132	0.0588235294117647	4	0.0084043446663683	0.00317702735825933	N	N	Klebsiella pneumoniae
k61_1555	244	0.479508196721311	1	0.895995747696671	0.0588235294117647	66	1.48506179067255	0.0535241291173241	N	N	Klebsiella pneumoniae
k61_944	249	0.309236947791165	1	0.411565977742448	0.0588235294117647	14	0.0389568650669458	0.00787848449404172	N	N	Candida albicans
k61_1081	313	0.504792332268371	1	0.908157602663706	0.0588235294117647	47	1.27500899228494	0.0405959068285762	N	N	Klebsiella pneumoniae
k61_168	281	0.448398576512456	2	0.962680659118105	0.0747721623860812	92	15.4034131432491	0.07342473520305	N	N	Corynebacterium striatum
k61_620	279	0.412186379928315	1	0.747750865051906	0.0588235294117647	7	0.0761407335750722	0.0080787869131343	N	N	parainfluenza virus 5
k61_1522	219	0.502283105022831	1	0.658657829328912	0.0588235294117647	46	0.818448527866563	0.0397473054830027	N	N	Klebsiella pneumoniae
k61_1108	202	0.297029702970297	1	0.380753138075314	0.0588235294117647	7	0.0247655627007368	0.0051700097062176	N	N	Candida albicans
k61_131	234	0.594017094017094	1	0.548235294117647	0.0588235294117647	72	0.845784548822562	0.0521430444088283	N	N	Klebsiella pneumoniae
k61_1305	252	0.535714285714286	2	1.13319454481395	0.0924696726939803	67	1.4056148286195	0.0477481327440561	N	N	Klebsiella pneumoniae
k61_475	237	0.388185654008439	1	0.953732370141041	0.0588235294117647	18	0.0815227035565263	0.0119880797471148	N	N	Zygosaccharomyces rouxii
k61_282	830	0.61566265060241	2	0.692788271202062	0.0696724198661501	53	0.726079325908167	0.0343436462083995	N	N	Klebsiella pneumoniae
k61_520	833	0.385354141656663	1	0.751663804207812	0.0588235294117647	20	0.049152328605407	0.00908053376471294	N	N	Candida tropicalis MYA-3404
k61_940	357	0.523809523809524	2	0.48806201538697	0.0838479038024049	49	1.0139652384238	0.0411226372922333	N	N	Klebsiella pneumoniae
k61_539	241	0.551867219917012	1	0.446331109763493	0.0588235294117647	39	0.827168259697201	0.0357010418201261	N	N	Klebsiella pneumoniae
k61_1082	375	0.338666666666667	2	0.700519628141114	0.0667600373482726	12	0.174908321438748	0.00797797230003872	N	N	Human respiratory syncytial virus B
k61_289	574	0.445993031358885	4	0.802629375249333	0.178403928225622	493	0.528840098850603	0.217404051652758	N	N	NA
k61_223	524	0.58969465648855	1	1.00403453562495	0.0588235294117647	66	1.20486807150149	0.0436951529148237	N	N	Klebsiella pneumoniae
k61_700	499	0.432865731462926	1	0.2911301122901	0.0588235294117647	25	0.0625348794713732	0.0115611620206454	N	N	Saccharomyces cerevisiae
k61_1565	200	0.46	2	0.427064841281781	0.0854169800912692	57	1.32287346266101	0.0533662361062523	N	N	Klebsiella pneumoniae
k61_333	209	0.325358851674641	1	0.402771025765678	0.0588235294117647	3	0.0197060114554234	0.00366957911891746	N	N	Human respiratory syncytial virus B
k61_24	348	0.390804597701149	1	0.794117647058823	0.0588235294117647	10	1.66632825165912	0.00646175617737663	N	N	Human respiratory syncytial virus B
k61_330	225	0.524444444444444	2	0.757111599370779	0.0787768852034206	56	1.47856093515765	0.0473654523901889	N	N	Klebsiella pneumoniae
k61_1423	251	0.48605577689243	1	0.9462915601023	0.0588235294117647	57	1.22219153618123	0.0475160921694856	N	N	Klebsiella pneumoniae
k61_832	255	0.396078431372549	1	0.493409403895338	0.0588235294117647	6	0.0236661407458562	0.00383677057289147	N	N	Human respiratory syncytial virus B
k61_1265	490	0.33265306122449	1	0.381598793363499	0.0588235294117647	12	0.0324545859169419	0.00682196782826555	N	N	Candida albicans
k61_549	203	0.32512315270936	2	0.256400786851957	0.0689498064598008	8	0.0239374319386847	0.00561394152260586	N	N	Saccharomyces cerevisiae
k61_807	271	0.549815498154982	1	0.132455779514603	0.0588235294117647	28	1.19159536960282	0.0266375378029478	N	N	Klebsiella pneumoniae
k61_479	267	0.550561797752809	1	0.413226160029229	0.0588235294117647	43	1.06908705296014	0.0381734241546089	N	N	Klebsiella pneumoniae
k61_145	576	0.557291666666667	2	0.449398152035326	0.069137158025218	61	1.04649433227375	0.0415350941129922	N	N	Klebsiella pneumoniae
k61_1676	287	0.35191637630662	1	0.285108638049815	0.0588235294117647	11	0.0236021149780852	0.00752134565965312	N	N	Candidozyma auris
k61_1577	264	0.636363636363636	1	0.512962631861255	0.0588235294117647	33	0.6932540382907	0.0304962358505532	N	N	Klebsiella pneumoniae
k61_396	801	0.528089887640449	2	0.490451853126419	0.088741934700462	58	1.06424343179577	0.0384413060055068	N	N	Klebsiella pneumoniae
k61_603	425	0.635294117647059	2	0.478687062031299	0.0694062671797691	43	0.684893644953694	0.034796039431769	N	N	Klebsiella pneumoniae
k61_1110	205	0.380487804878049	1	0.359586512429239	0.0588235294117647	10	0.0297831912627828	0.00594392628206203	N	N	Clostridium botulinum
k61_1701	227	0.343612334801762	1	0.563587406793704	0.0588235294117647	10	0.0475015648168314	0.00621333955562347	N	N	Scheffersomyces coipomensis
k61_101	244	0.372950819672131	1	0.549019607843137	0.0588235294117647	12	0.0341154094161943	0.00744317903379612	N	N	Candida albicans
k61_1384	239	0.619246861924686	2	0.319417363269561	0.0775401069518716	39	0.800844657434597	0.0341500462107823	N	N	Klebsiella pneumoniae
k61_304	241	0.589211618257261	1	0.385173247381144	0.0588235294117647	40	0.964736042155846	0.0371011072890636	N	N	Klebsiella pneumoniae
k61_97	202	0.396039603960396	1	1.28686543110395	0.0588235294117647	17	0.0800626534329321	0.0108497557365713	N	N	Saccharomyces cerevisiae
