fragment	annotation	frquency	length	status
rand.6.k141_3395	Ralstonia solanacearum	34	406	Annotated
rand.37.k141_3561	Variovorax paradoxus	2	381	Annotated
rand.37.k141_2234	Ralstonia solanacearum	1	345	Annotated
rand.37.k141_3586	Xanthomonas oryzae pv. oryzae	17	587	Annotated
rand.6.k141_2310	Brevundimonas diminuta	5	357	Annotated
rand.6.k141_7955	Flavobacterium psychrophilum	30	372	Annotated
rand.6.k141_11	Achromobacter xylosoxidans	27	390	Annotated
rand.6.k141_46	Ralstonia solanacearum	17	405	Annotated
rand.6.k141_1075	Citrobacter koseri	10	478	Annotated
rand.37.k141_3207	Limosilactobacillus fermentum	63	322	Annotated
rand.6.k141_2142	Burkholderia cepacia	3	343	Annotated
rand.6.k141_3832	Pseudomonas luteola	2	361	Annotated
rand.6.k141_6946	Achromobacter xylosoxidans	24	399	Annotated
rand.6.k141_1079	Stenotrophomonas maltophilia	38	311	Annotated
rand.6.k141_5891	Pseudomonas protegens	24	808	Annotated
rand.6.k141_72	Delftia tsuruhatensis	3	332	Annotated
rand.6.k141_2198	Stenotrophomonas maltophilia	15	303	Annotated
rand.6.k141_4263	Burkholderia pseudomallei	9	612	Annotated
rand.6.k141_6337	Stenotrophomonas maltophilia	10	406	Annotated
rand.6.k141_6404	Pseudomonas fluorescens	3	337	Annotated
rand.6.k141_6409	Pseudomonas aeruginosa	76	472	Annotated
rand.6.k141_3156	Agrobacterium tumefaciens	16	627	Annotated
rand.6.k141_4322	Burkholderia pseudomallei	80	302	Annotated
rand.37.k141_2038	Lysobacter enzymogenes	7	331	Annotated
rand.37.k141_2196	Bordetella hinzii	11	346	Annotated
rand.37.k141_5087	NA	NA	563	Unannotated
rand.37.k141_3343	Delftia tsuruhatensis	10	382	Annotated
rand.37.k141_6010	Lysobacter enzymogenes	2	304	Annotated
rand.37.k141_6170	Vibrio vulnificus	21	492	Annotated
rand.37.k141_3364	Pantoea agglomerans	10	359	Annotated
rand.37.k141_6759	Stenotrophomonas maltophilia	12	416	Annotated
rand.37.k141_3945	Bordetella holmesii	66	326	Annotated
rand.37.k141_5858	Bordetella avium	4	340	Annotated
rand.37.k141_2779	Variovorax paradoxus	9	304	Annotated
rand.37.k141_7356	NA	NA	347	Unannotated
rand.37.k141_4506	Stenotrophomonas maltophilia	5	376	Annotated
rand.37.k141_3511	Achromobacter xylosoxidans	4	399	Annotated
rand.37.k141_6367	Acinetobacter baumannii	13	443	Annotated
rand.37.k141_6744	Xanthomonas oryzae pv. oryzae	60	527	Annotated
rand.37.k141_722	Achromobacter xylosoxidans	27	373	Annotated
rand.37.k141_3898	Micrococcus luteus	17	348	Annotated
rand.37.k141_6550	Variovorax paradoxus	3	307	Annotated
rand.37.k141_5994	Achromobacter xylosoxidans	32	424	Annotated
rand.37.k141_6144	Xanthomonas sacchari	9	346	Annotated
rand.37.k141_5403	Stenotrophomonas maltophilia R551-3	1	503	Annotated
rand.37.k141_1673	Burkholderia contaminans	18	339	Annotated
rand.37.k141_5794	Stenotrophomonas maltophilia	28	369	Annotated
rand.37.k141_4464	Stenotrophomonas maltophilia	21	370	Annotated
rand.37.k141_3726	Achromobacter xylosoxidans	7	415	Annotated
rand.37.k141_5184	Pseudomonas aeruginosa	2	430	Annotated
rand.37.k141_2515	Purpureocillium lilacinum	5	301	Annotated
rand.37.k141_4472	Brucella anthropi	3	340	Annotated
rand.37.k141_5603	Achromobacter spanius	6	405	Annotated
rand.37.k141_4665	Stenotrophomonas maltophilia	2	322	Annotated
rand.37.k141_5620	NA	NA	767	Unannotated
rand.37.k141_2421	Pseudomonas chlororaphis	9	528	Annotated
rand.37.k141_4831	Stenotrophomonas maltophilia	12	385	Annotated
rand.37.k141_297	Pseudomonas aeruginosa	55	315	Annotated
rand.37.k141_3285	Bordetella pertussis	86	339	Annotated
rand.37.k141_1051	Streptococcus agalactiae	57	471	Annotated
rand.37.k141_5346	Burkholderia multivorans	45	312	Annotated
rand.37.k141_4142	NA	NA	348	Unannotated
rand.37.k141_4608	NA	NA	312	Unannotated
rand.37.k141_1956	NA	NA	341	Unannotated
rand.37.k141_4623	Rhopalosiphum padi	24	449	Annotated
rand.37.k141_120	Stenotrophomonas maltophilia	12	326	Annotated
rand.37.k141_6942	Ralstonia insidiosa	2	726	Annotated
rand.37.k141_3253	Stenotrophomonas maltophilia	2	452	Annotated
rand.37.k141_1609	Xanthomonas translucens pv. hordei	2	376	Annotated
rand.37.k141_2724	Burkholderia cenocepacia	11	514	Annotated
rand.37.k141_4409	Variovorax paradoxus	4	346	Annotated
rand.37.k141_5135	NA	NA	346	Unannotated
rand.37.k141_4094	Stenotrophomonas maltophilia	1	801	Annotated
rand.37.k141_6651	Ralstonia solanacearum CFBP2957	2	397	Annotated
rand.37.k141_2923	synthetic construct	46	307	Annotated
rand.37.k141_5709	Achromobacter xylosoxidans	3	309	Annotated
rand.37.k141_6467	Escherichia phage T7	88	2447	Annotated
rand.37.k141_4987	Stenotrophomonas maltophilia	2	651	Annotated
rand.37.k141_3667	Anaerotruncus sp.	1	364	Annotated
rand.37.k141_2710	Stenotrophomonas maltophilia	5	466	Annotated
rand.37.k141_5301	Ralstonia solanacearum	22	329	Annotated
rand.37.k141_7220	Pseudomonas poae	20	362	Annotated
rand.37.k141_38	Flavobacterium psychrophilum	86	345	Annotated
rand.37.k141_5516	Pseudomonas aeruginosa	18	469	Annotated
rand.37.k141_202	Achromobacter xylosoxidans	35	400	Annotated
rand.37.k141_1140	Stenotrophomonas maltophilia	2	577	Annotated
rand.37.k141_4749	Delftia tsuruhatensis	2	303	Annotated
rand.37.k141_4949	Bordetella trematum	5	312	Annotated
rand.37.k141_778	Delftia acidovorans	4	320	Annotated
rand.37.k141_396	NA	NA	372	Unannotated
rand.37.k141_4069	NA	NA	340	Unannotated
rand.37.k141_7197	Ralstonia solanacearum	2	340	Annotated
rand.37.k141_4357	Stenotrophomonas maltophilia	3	351	Annotated
rand.50.k141_338	Stenotrophomonas maltophilia	6	346	Annotated
rand.50.k141_5072	Variovorax paradoxus	5	302	Annotated
rand.50.k141_3855	Purpureocillium lilacinum	1	307	Annotated
rand.50.k141_5780	Pseudomonas poae	20	362	Annotated
rand.50.k141_2453	Delftia acidovorans	6	397	Annotated
rand.37.k141_568	NA	NA	477	Unannotated
rand.37.k141_2283	Tistrella mobilis	13	372	Annotated
rand.37.k141_5864	Pseudomonas aeruginosa	33	331	Annotated
rand.50.k141_703	Ralstonia insidiosa	2	315	Annotated
rand.37.k141_3424	Aminobacter sp. MSH1	2	434	Annotated
rand.50.k141_327	Pseudomonas aeruginosa	57	318	Annotated
rand.50.k141_4295	Achromobacter xylosoxidans	7	537	Annotated
rand.50.k141_4152	synthetic construct	47	489	Annotated
rand.50.k141_4312	Stenotrophomonas maltophilia	21	334	Annotated
rand.50.k141_2955	Achromobacter xylosoxidans NH44784-1996	1	354	Annotated
rand.50.k141_1716	Stenotrophomonas maltophilia	10	430	Annotated
rand.50.k141_3245	Planococcus rifietoensis	3	310	Annotated
rand.50.k141_5741	Achromobacter xylosoxidans	30	312	Annotated
rand.50.k141_6136	Xanthomonas campestris pv. raphani	12	457	Annotated
rand.50.k141_519	Bordetella holmesii	66	344	Annotated
rand.50.k141_4195	Pseudomonas aeruginosa	16	491	Annotated
rand.50.k141_2048	Ensifer adhaerens	10	600	Annotated
rand.50.k141_2764	Achromobacter xylosoxidans	25	491	Annotated
rand.50.k141_603	Burkholderia pseudomallei	44	645	Annotated
rand.50.k141_6444	Burkholderia gladioli	6	311	Annotated
rand.50.k141_3412	Chikungunya virus	100	584	Annotated
rand.50.k141_2374	Methylorubrum sp. B1-46	1	304	Annotated
rand.50.k141_6466	NA	NA	371	Unannotated
rand.50.k141_3414	Stenotrophomonas maltophilia	1	384	Annotated
rand.50.k141_801	Achromobacter xylosoxidans	2	368	Annotated
rand.50.k141_2540	Variovorax paradoxus	1	568	Annotated
rand.50.k141_4009	Pseudomonas aeruginosa	51	326	Annotated
rand.50.k141_4507	Variovorax paradoxus	6	441	Annotated
rand.50.k141_406	Variovorax sp. SCN45	1	308	Annotated
rand.50.k141_3528	Stenotrophomonas maltophilia	1	362	Annotated
rand.50.k141_715	Cupriavidus taiwanensis	11	313	Annotated
rand.50.k141_4576	Streptococcus pyogenes	42	316	Annotated
rand.50.k141_5809	Delftia acidovorans	6	306	Annotated
rand.50.k141_48	Xanthomonas campestris pv. raphani	2	304	Annotated
rand.50.k141_4587	Bordetella pertussis	26	306	Annotated
rand.50.k141_3927	Raoultella ornithinolytica	8	330	Annotated
rand.50.k141_388	Paraburkholderia phymatum STM815	1	369	Annotated
rand.50.k141_4818	Bordetella holmesii	66	407	Annotated
rand.36.k141_4267	Stenotrophomonas maltophilia	19	301	Annotated
rand.36.k141_4860	Achromobacter xylosoxidans	3	390	Annotated
rand.36.k141_8283	Ralstonia solanacearum	3	413	Annotated
rand.36.k141_8075	Cereibacter sphaeroides	10	325	Annotated
rand.36.k141_6685	Achromobacter xylosoxidans	27	484	Annotated
rand.36.k141_8083	Stenotrophomonas maltophilia	32	1119	Annotated
rand.36.k141_4246	Burkholderia pseudomallei	51	303	Annotated
rand.36.k141_4692	Burkholderiaceae bacterium LMG 32992	1	449	Annotated
rand.36.k141_2895	Salvia miltiorrhiza	13	484	Annotated
rand.36.k141_5584	Escherichia coli	55	407	Annotated
rand.36.k141_3583	Ralstonia pseudosolanacearum	14	302	Annotated
rand.36.k141_2602	Streptococcus pyogenes	32	332	Annotated
rand.36.k141_1001	Litorimonas sp. RW-G-Af-16	1	341	Annotated
rand.36.k141_7374	NA	NA	348	Unannotated
rand.36.k141_6579	Ralstonia solanacearum	9	308	Annotated
rand.36.k141_6225	Variovorax paradoxus	4	309	Annotated
rand.36.k141_4392	Stenotrophomonas maltophilia	1	472	Annotated
rand.36.k141_5346	Salipiger profundus	1	425	Annotated
rand.36.k141_8728	Paracidovorax avenae	12	286	Annotated
rand.36.k141_1746	Castellaniella ginsengisoli	7	393	Annotated
rand.36.k141_4607	Xenorhabdus griffiniae	3	495	Annotated
rand.36.k141_6601	Fusarium subglutinans	1	315	Annotated
rand.36.k141_7156	Polaromonas naphthalenivorans CJ2	1	418	Annotated
rand.36.k141_3819	Stenotrophomonas maltophilia	2	457	Annotated
rand.36.k141_8246	Burkholderia pseudomallei	24	425	Annotated
rand.36.k141_5827	Paracidovorax citrulli	12	372	Annotated
rand.36.k141_1977	Burkholderia glumae	27	753	Annotated
rand.36.k141_4477	Alcaligenes faecalis	8	348	Annotated
rand.36.k141_402	Enterobacter hormaechei	46	452	Annotated
rand.36.k141_8041	Ralstonia solanacearum CFBP2957	2	397	Annotated
rand.36.k141_6633	NA	NA	637	Unannotated
rand.36.k141_1047	Paracidovorax avenae	16	313	Annotated
rand.36.k141_3808	Burkholderia glumae	8	415	Annotated
rand.36.k141_2446	Stenotrophomonas maltophilia	2	377	Annotated
rand.36.k141_4015	Variovorax sp. SCN45	1	320	Annotated
rand.36.k141_7394	Acinetobacter baumannii	33	539	Annotated
rand.36.k141_7521	Delftia tsuruhatensis	9	452	Annotated
rand.36.k141_551	Paraburkholderia fungorum	2	328	Annotated
rand.36.k141_354	Streptococcus gordonii	13	413	Annotated
rand.36.k141_373	Delftia tsuruhatensis	2	495	Annotated
rand.36.k141_1040	Variovorax sp. SCN45	1	401	Annotated
rand.36.k141_351	Stenotrophomonas maltophilia	2	346	Annotated
rand.36.k141_8023	Acidovorax sp. GBBC 712	1	756	Annotated
rand.50.k141_6323	Acinetobacter baumannii	19	576	Annotated
rand.36.k141_4275	Paenibacillus melissococcoides	12	312	Annotated
rand.36.k141_4952	Clostridium perfringens	13	370	Annotated
rand.36.k141_6751	Tistrella mobilis	11	402	Annotated
rand.50.k141_1944	Pseudomonas aeruginosa	26	372	Annotated
rand.50.k141_366	Delftia tsuruhatensis	9	320	Annotated
rand.50.k141_2825	Delftia acidovorans	7	390	Annotated
rand.50.k141_29	Paracidovorax avenae	15	515	Annotated
rand.50.k141_3520	Pusillimonas sp. T7-7	1	424	Annotated
rand.36.k141_2925	Cupriavidus taiwanensis	8	403	Annotated
rand.50.k141_2843	Stenotrophomonas maltophilia	14	426	Annotated
rand.50.k141_4507	Variovorax paradoxus	6	441	Annotated
rand.50.k141_406	Variovorax sp. SCN45	1	308	Annotated
rand.50.k141_3528	Stenotrophomonas maltophilia	1	362	Annotated
rand.50.k141_715	Cupriavidus taiwanensis	11	313	Annotated
rand.50.k141_4576	Streptococcus pyogenes	42	316	Annotated
rand.50.k141_5809	Delftia acidovorans	6	306	Annotated
rand.50.k141_48	Stenotrophomonas maltophilia	2	304	Annotated
rand.50.k141_4587	Bordetella pertussis	26	306	Annotated
rand.50.k141_3927	Raoultella ornithinolytica	8	330	Annotated
rand.50.k141_388	Paraburkholderia phymatum STM815	1	369	Annotated
rand.50.k141_4818	Bordetella holmesii	66	407	Annotated
rand.50.k141_1322	Burkholderia cenocepacia	3	303	Annotated
rand.50.k141_5195	Stenotrophomonas maltophilia	6	549	Annotated
rand.50.k141_1288	Lysobacter enzymogenes	6	391	Annotated
rand.50.k141_5514	Bradyrhizobium diazoefficiens	77	325	Annotated
rand.50.k141_3705	Delftia acidovorans	8	407	Annotated
rand.50.k141_6627	Achromobacter xylosoxidans	13	494	Annotated
rand.50.k141_3583	Delftia tsuruhatensis	10	385	Annotated
rand.50.k141_1306	Pseudomonas aeruginosa	64	316	Annotated
rand.50.k141_5181	Burkholderia contaminans	3	307	Annotated
rand.50.k141_3584	Paracidovorax avenae	12	355	Annotated
rand.50.k141_4926	Delftia tsuruhatensis	10	419	Annotated
rand.50.k141_5193	Delftia tsuruhatensis	10	560	Annotated
rand.50.k141_964	uncultured bacterium	14	396	Annotated
rand.50.k141_3600	Achromobacter xylosoxidans	4	432	Annotated
rand.50.k141_4551	Xanthomonas phaseoli pv. phaseoli	18	619	Annotated
rand.50.k141_1093	NA	NA	349	Unannotated
rand.50.k141_6026	Comamonas testosteroni	2	404	Annotated
rand.50.k141_6734	Ralstonia pseudosolanacearum	2	554	Annotated
rand.50.k141_3055	Ralstonia insidiosa	2	350	Annotated
rand.50.k141_6412	Bradyrhizobium sediminis	3	930	Annotated
rand.50.k141_138	Celeribacter ethanolicus	1	304	Annotated
rand.50.k141_5356	Campylobacter coli	16	301	Annotated
rand.50.k141_2039	Pseudomonas aeruginosa	8	626	Annotated
rand.50.k141_506	Alcaligenes faecalis	3	333	Annotated
rand.50.k141_2275	Variovorax paradoxus	4	388	Annotated
rand.50.k141_3223	uncultured Rhodoferax sp.	2	312	Annotated
rand.50.k141_2078	Stenotrophomonas maltophilia	8	316	Annotated
rand.50.k141_3658	Glycine max	6	372	Annotated
rand.50.k141_6073	Burkholderia pseudomallei	42	383	Annotated
rand.50.k141_2623	Achromobacter xylosoxidans	31	422	Annotated
rand.50.k141_3441	Variovorax sp. RA8	2	312	Annotated
rand.50.k141_5596	Variovorax paradoxus	9	302	Annotated
rand.50.k141_5014	Enterobacter hormaechei	57	309	Annotated
rand.50.k141_4864	Bordetella hinzii	19	310	Annotated
rand.50.k141_2379	Delftia lacustris	4	345	Annotated
rand.36.k141_1689	Pseudomonas aeruginosa	52	442	Annotated
rand.36.k141_3941	Variovorax paradoxus	2	481	Annotated
rand.36.k141_4136	Stenotrophomonas maltophilia	24	420	Annotated
rand.36.k141_8184	Xanthomonas campestris pv. campestris	15	306	Annotated
rand.36.k141_5906	Variovorax paradoxus	3	341	Annotated
rand.36.k141_960	Stenotrophomonas maltophilia	3	890	Annotated
rand.36.k141_7319	Delftia tsuruhatensis	9	390	Annotated
rand.36.k141_6847	Stenotrophomonas maltophilia	21	360	Annotated
rand.36.k141_6354	Burkholderia glumae	27	365	Annotated
rand.36.k141_1468	Streptococcus mutans	26	309	Annotated
rand.36.k141_8379	Pseudomonas saxonica	1	356	Annotated
rand.36.k141_8642	Purpureocillium takamizusanense	2	302	Annotated
rand.36.k141_2955	Rhodopseudomonas palustris	14	362	Annotated
rand.36.k141_1450	Enterobacter asburiae	26	403	Annotated
rand.36.k141_703	Variovorax boronicumulans	2	316	Annotated
rand.36.k141_4325	Variovorax paradoxus	3	313	Annotated
rand.36.k141_725	Variovorax paradoxus	9	339	Annotated
rand.36.k141_8842	Xanthomonas oryzae pv. oryzicola	13	340	Annotated
rand.36.k141_8617	Pseudomonas aeruginosa	56	356	Annotated
rand.36.k141_7231	Variovorax paradoxus	9	321	Annotated
rand.36.k141_6147	Delftia acidovorans	5	334	Annotated
rand.36.k141_8347	Pseudomonas chlororaphis	14	351	Annotated
rand.66.k141_6481	Lysobacter capsici	6	524	Annotated
rand.36.k141_5637	Variovorax sp. UC74_104	1	400	Annotated
rand.36.k141_6765	Bordetella parapertussis	80	363	Annotated
rand.36.k141_8796	Ralstonia pseudosolanacearum	27	376	Annotated
rand.36.k141_5422	Bordetella holmesii	66	311	Annotated
rand.36.k141_5	Pseudomonas aeruginosa	69	411	Annotated
rand.36.k141_1389	Stenotrophomonas maltophilia	3	371	Annotated
rand.36.k141_8125	Stenotrophomonas maltophilia	1	436	Annotated
rand.66.k141_2973	Stenotrophomonas maltophilia	3	455	Annotated
rand.36.k141_7680	Variovorax paradoxus	4	363	Annotated
rand.66.k141_5572	Stenotrophomonas maltophilia	3	461	Annotated
rand.66.k141_6664	Variovorax sp. SCN45	1	466	Annotated
rand.66.k141_1428	Pseudomonas aeruginosa	58	421	Annotated
rand.66.k141_1098	Variovorax paradoxus	9	374	Annotated
rand.66.k141_4431	Methylosinus sporium	8	352	Annotated
rand.66.k141_5359	Delftia lacustris	5	369	Annotated
rand.66.k141_6440	Delftia acidovorans	5	334	Annotated
rand.66.k141_4813	Ralstonia solanacearum	1	326	Annotated
rand.66.k141_2404	Variovorax sp. SCN45	1	334	Annotated
rand.66.k141_6434	Stenotrophomonas maltophilia	74	414	Annotated
rand.66.k141_2964	Stenotrophomonas maltophilia	15	441	Annotated
rand.66.k141_2190	Stenotrophomonas maltophilia	1	633	Annotated
rand.66.k141_854	Pseudomonas trivialis	22	433	Annotated
rand.66.k141_6830	Stenotrophomonas maltophilia	74	382	Annotated
rand.66.k141_688	Paracidovorax avenae	16	341	Annotated
rand.66.k141_7207	Aeromonas hydrophila	14	337	Annotated
rand.66.k141_2149	uncultured Caudovirales phage	8	593	Annotated
rand.66.k141_2935	Pseudomonas chlororaphis	11	420	Annotated
rand.66.k141_2542	Pseudomonas aeruginosa	44	599	Annotated
rand.66.k141_4414	NA	NA	496	Unannotated
rand.66.k141_1032	Xanthomonas perforans	4	517	Annotated
rand.66.k141_6642	Stenotrophomonas maltophilia	10	663	Annotated
rand.36.k141_1715	Morganella morganii	18	682	Annotated
rand.36.k141_1482	NA	NA	318	Unannotated
rand.36.k141_5937	Vibrio cholerae	19	871	Annotated
rand.36.k141_5944	Bradyrhizobium diazoefficiens	77	325	Annotated
rand.36.k141_3037	Delftia tsuruhatensis	9	377	Annotated
rand.36.k141_6878	Burkholderia cepacia	15	330	Annotated
rand.36.k141_6382	Paracoccaceae bacterium	2	363	Annotated
rand.36.k141_4567	Xanthomonas campestris pv. campestris	28	343	Annotated
rand.36.k141_5310	Streptococcus oralis	16	335	Annotated
rand.36.k141_5930	Achromobacter xylosoxidans	2	379	Annotated
rand.36.k141_755	Bordetella parapertussis	53	418	Annotated
rand.66.k141_3075	Cupriavidus necator N-1	1	475	Annotated
rand.66.k141_7365	Burkholderia glumae	43	278	Annotated
rand.66.k141_91	Stenotrophomonas maltophilia	23	425	Annotated
rand.66.k141_4752	Variovorax paradoxus	4	309	Annotated
rand.66.k141_4927	Streptococcus mutans	26	311	Annotated
rand.66.k141_4003	Xanthomonas oryzae pv. oryzae	31	357	Annotated
rand.66.k141_5942	Stenotrophomonas maltophilia	9	410	Annotated
rand.66.k141_3255	Delftia tsuruhatensis	10	313	Annotated
rand.66.k141_6811	Stenotrophomonas maltophilia	2	415	Annotated
rand.66.k141_112	Paracidovorax avenae	1	325	Annotated
rand.66.k141_2712	Aeromonas salmonicida	12	328	Annotated
rand.66.k141_4022	Fusarium redolens	2	346	Annotated
rand.66.k141_3996	Chromobacterium haemolyticum	3	341	Annotated
rand.66.k141_4337	Stenotrophomonas maltophilia	17	304	Annotated
rand.66.k141_5913	Variovorax sp. PDNC026	2	313	Annotated
rand.66.k141_3219	Variovorax paradoxus	2	312	Annotated
rand.66.k141_2116	Burkholderia pseudomallei	20	1083	Annotated
rand.66.k141_3044	Podospora anserina S mat+	2	379	Annotated
rand.66.k141_1565	Stenotrophomonas maltophilia	12	308	Annotated
rand.66.k141_1357	Xanthomonas oryzae pv. oryzae	49	680	Annotated
rand.66.k141_4240	Achromobacter xylosoxidans	7	335	Annotated
rand.66.k141_7157	Variovorax paradoxus	2	337	Annotated
rand.66.k141_3817	Achromobacter xylosoxidans	4	357	Annotated
rand.66.k141_6552	Purpureocillium takamizusanense	2	302	Annotated
rand.66.k141_5867	Stenotrophomonas maltophilia	1	1173	Annotated
rand.66.k141_1193	Delftia tsuruhatensis	10	312	Annotated
rand.66.k141_4157	Delftia tsuruhatensis	2	430	Annotated
rand.66.k141_1551	Stenotrophomonas maltophilia	15	315	Annotated
rand.66.k141_3629	Stenotrophomonas maltophilia	5	697	Annotated
rand.66.k141_3794	Limosilactobacillus reuteri	55	313	Annotated
rand.66.k141_5495	Stenotrophomonas maltophilia	11	323	Annotated
rand.66.k141_6737	Delftia tsuruhatensis	9	316	Annotated
rand.66.k141_3622	Achromobacter xylosoxidans	35	316	Annotated
rand.66.k141_791	Rhodococcus phage Francesca	1	460	Annotated
rand.66.k141_5138	Variovorax paradoxus	8	313	Annotated
rand.66.k141_5944	Cercospora kikuchii	2	361	Annotated
rand.66.k141_3351	Streptomyces alfalfae	3	321	Annotated
rand.66.k141_5068	Achromobacter xylosoxidans	2	353	Annotated
rand.66.k141_3170	Paracidovorax avenae	9	440	Annotated
rand.66.k141_598	synthetic construct	11	369	Annotated
rand.66.k141_3755	Pseudomonas putida	31	339	Annotated
rand.66.k141_1182	Acinetobacter baumannii	16	477	Annotated
rand.66.k141_5214	Ralstonia solanacearum	28	367	Annotated
rand.66.k141_1145	Shewanella putrefaciens	2	525	Annotated
rand.66.k141_2998	Stenotrophomonas maltophilia	15	310	Annotated
rand.66.k141_5047	Variovorax paradoxus	9	348	Annotated
rand.66.k141_3721	Bradysia coprophila	1	477	Annotated
rand.48.k141_172	Rhizobium favelukesii	2	325	Annotated
rand.48.k141_4502	Burkholderia pseudomallei	2	373	Annotated
rand.48.k141_5596	Cordyceps fumosorosea ARSEF 2679	2	482	Annotated
rand.48.k141_4565	Variovorax paradoxus	2	624	Annotated
rand.66.k141_6141	Burkholderia glumae	20	469	Annotated
rand.66.k141_3548	Stenotrophomonas maltophilia	2	343	Annotated
rand.66.k141_191	Cupriavidus metallidurans	2	485	Annotated
rand.66.k141_2607	Lysobacter enzymogenes	6	323	Annotated
rand.48.k141_6481	Rhodococcus phage Trina	2	439	Annotated
rand.66.k141_5595	Burkholderia cepacia	18	385	Annotated
rand.48.k141_5055	Ralstonia solanacearum	7	411	Annotated
rand.48.k141_507	Ralstonia syzygii R24	2	858	Annotated
rand.48.k141_5535	Diaphorobacter sp. HDW4B	1	314	Annotated
rand.48.k141_2407	Stenotrophomonas maltophilia	12	481	Annotated
rand.48.k141_4382	Stenotrophomonas maltophilia	16	463	Annotated
rand.48.k141_1330	Burkholderia pseudomallei	8	399	Annotated
rand.48.k141_4211	Xanthomonas campestris pv. campestris	11	572	Annotated
rand.48.k141_4682	Delftia acidovorans	4	451	Annotated
rand.48.k141_6312	Stenotrophomonas maltophilia	1	443	Annotated
rand.48.k141_2400	Burkholderia pseudomallei	44	569	Annotated
rand.48.k141_673	Stenotrophomonas maltophilia	2	632	Annotated
rand.48.k141_4661	Stenotrophomonas maltophilia	2	629	Annotated
rand.48.k141_3973	Stenotrophomonas maltophilia	2	442	Annotated
rand.48.k141_4336	Burkholderia glumae	22	376	Annotated
rand.48.k141_4183	Streptococcus salivarius	14	313	Annotated
rand.48.k141_2386	Stenotrophomonas maltophilia	8	313	Annotated
rand.48.k141_611	Delftia tsuruhatensis	2	340	Annotated
rand.48.k141_2773	Achromobacter xylosoxidans	15	352	Annotated
rand.48.k141_5236	Variovorax sp. WDL1	2	312	Annotated
rand.48.k141_868	Stenotrophomonas maltophilia	14	343	Annotated
rand.48.k141_4650	Stenotrophomonas maltophilia	11	304	Annotated
rand.48.k141_6415	Stenotrophomonas maltophilia	1	358	Annotated
rand.48.k141_5220	Chryseobacterium indologenes	12	313	Annotated
rand.48.k141_1442	Xanthomonas campestris pv. raphani	2	318	Annotated
rand.48.k141_2362	NA	NA	329	Unannotated
rand.48.k141_1704	Azospirillum brasilense	13	378	Annotated
rand.48.k141_2167	Delftia acidovorans	7	438	Annotated
rand.48.k141_5907	Stenotrophomonas maltophilia	36	341	Annotated
rand.48.k141_948	Ralstonia mannitolilytica	3	349	Annotated
rand.48.k141_954	Neisseria meningitidis	3	499	Annotated
rand.48.k141_1832	Klebsiella oxytoca	10	510	Annotated
rand.48.k141_2041	Achromobacter xylosoxidans	4	345	Annotated
rand.48.k141_2024	Stenotrophomonas maltophilia	9	312	Annotated
rand.48.k141_3252	Stenotrophomonas maltophilia	73	318	Annotated
rand.48.k141_4268	Stenotrophomonas maltophilia	8	335	Annotated
rand.48.k141_2696	Burkholderia mallei	29	355	Annotated
rand.48.k141_400	Stenotrophomonas maltophilia	5	680	Annotated
rand.48.k141_797	Achromobacter xylosoxidans	10	312	Annotated
rand.48.k141_6521	Stenotrophomonas maltophilia	5	481	Annotated
rand.48.k141_5322	Delftia acidovorans	6	339	Annotated
rand.48.k141_4961	Streptococcus agalactiae	55	358	Annotated
rand.48.k141_1811	Achromobacter spanius	1	319	Annotated
rand.48.k141_2881	Stenotrophomonas maltophilia	15	315	Annotated
rand.48.k141_1259	Ralstonia insidiosa	2	572	Annotated
rand.48.k141_6769	Ralstonia pseudosolanacearum	37	367	Annotated
rand.48.k141_2514	Stenotrophomonas maltophilia	1	487	Annotated
rand.48.k141_211	Stenotrophomonas maltophilia	1	384	Annotated
rand.48.k141_1411	Methylobacterium durans	1	350	Annotated
rand.48.k141_3088	Ralstonia solanacearum	4	405	Annotated
rand.48.k141_2681	Stenotrophomonas maltophilia	3	322	Annotated
rand.48.k141_1620	Variovorax sp. SCN45	1	498	Annotated
rand.48.k141_5830	Delftia tsuruhatensis	5	511	Annotated
rand.48.k141_1624	Stenotrophomonas maltophilia	10	662	Annotated
rand.48.k141_3371	Delftia acidovorans	5	455	Annotated
rand.48.k141_3117	Stenotrophomonas maltophilia	60	345	Annotated
rand.48.k141_2115	Paracidovorax avenae	9	437	Annotated
rand.48.k141_4776	Pseudomonas aeruginosa	2	342	Annotated
rand.14.k141_226	NA	NA	343	Unannotated
rand.14.k141_2459	synthetic construct	11	457	Annotated
rand.48.k141_4216	NA	NA	320	Unannotated
rand.48.k141_5268	Stenotrophomonas maltophilia	3	350	Annotated
rand.48.k141_1589	Comamonas thiooxydans	7	553	Annotated
rand.48.k141_184	Pandoraea sp. NE5	1	336	Annotated
rand.48.k141_20	Xanthomonas sp. AM6	1	368	Annotated
rand.48.k141_5096	Variovorax sp. SCN45	1	428	Annotated
rand.14.k141_849	Stenotrophomonas maltophilia	27	461	Annotated
rand.48.k141_4057	Rhizobium ruizarguesonis	6	313	Annotated
rand.14.k141_606	Curvibacter putative symbiont of Hydra magnipapillata	1	563	Annotated
rand.14.k141_467	Variovorax paradoxus	3	399	Annotated
rand.14.k141_4144	Ralstonia insidiosa	2	322	Annotated
rand.14.k141_4503	Achromobacter xylosoxidans	2	574	Annotated
