fragment	annotation	frquency	length	status
k141_674 flag=1 multi=584.0000 len=457	Knufia petricola	1	457	Target
k141_3 flag=1 multi=61.0000 len=314	NA	NA	314	Unannotated
k141_2202 flag=1 multi=719.0000 len=15961	Rhodococcus qingshengii	25	15961	Annotated
k141_1030 flag=1 multi=33.0000 len=307	NA	NA	307	Unannotated
k141_498 flag=1 multi=802.0000 len=1292	Rhodococcus qingshengii	26	1292	Annotated
k141_1034 flag=1 multi=187.0000 len=528	Rhodococcus qingshengii	25	528	Annotated
k141_1066 flag=1 multi=723.0000 len=9224	Prescottella equi	26	9224	Target
k141_14 flag=1 multi=243.0000 len=307	Acetobacteraceae bacterium	2	307	Target
k141_359 flag=1 multi=659.0000 len=1533	Rhodococcus qingshengii	25	1533	Annotated
k141_1641 flag=1 multi=324.0000 len=499	Rhodococcus qingshengii	25	499	Annotated
k141_1222 flag=1 multi=169.0000 len=453	Rhodococcus qingshengii	25	453	Annotated
k141_1354 flag=1 multi=746.0000 len=4397	Rhodococcus qingshengii	25	4397	Annotated
k141_1757 flag=1 multi=551.0000 len=2048	Rhodococcus qingshengii	25	2048	Annotated
k141_1644 flag=1 multi=33.0000 len=329	Candidatus Foliamicus sp.	3	329	Target
k141_990 flag=1 multi=589.0000 len=4693	Rhodococcus qingshengii	25	4693	Annotated
k141_994 flag=1 multi=82.0000 len=356	Zygotorulaspora mrakii	1	356	Target
k141_192 flag=1 multi=688.0000 len=15938	Mycobacterium tuberculosis	39	15938	Target
k141_578 flag=1 multi=659.0000 len=1117	Rhodococcus qingshengii	25	1117	Annotated
k141_1312 flag=1 multi=407.0000 len=7122	Prescottella equi	26	7122	Target
k141_2208 flag=1 multi=198.0000 len=709	Rhodococcus qingshengii	24	709	Annotated
k141_392 flag=1 multi=484.0000 len=444	Rhodococcus qingshengii	24	444	Annotated
k141_586 flag=1 multi=674.0000 len=3537	Rhodococcus qingshengii	25	3537	Annotated
k141_1695 flag=1 multi=658.0000 len=841	Rhodococcus qingshengii	27	841	Annotated
k141_588 flag=1 multi=671.0000 len=6559	Rhodococcus qingshengii	25	6559	Annotated
k141_582 flag=1 multi=735.0000 len=6195	Gordonia terrae	5	6195	Target
k141_1877 flag=1 multi=605.0000 len=1909	Rhodococcus qingshengii	24	1909	Annotated
k141_1365 flag=1 multi=300.0000 len=1038	Rhodococcus qingshengii	26	1038	Annotated
k141_1876 flag=1 multi=30.0000 len=301	Pseudomonas aeruginosa	46	301	Target
k141_848 flag=1 multi=439.0000 len=3195	Rhodococcus qingshengii	9	3195	Annotated
k141_1162 flag=1 multi=336.0000 len=375	Oncorhynchus nerka	30	375	Target
k141_1044 flag=1 multi=166.0000 len=330	Pseudomonas putida	35	330	Target
k141_385 flag=1 multi=465.0000 len=358	Cladobotryum mycophilum	3	358	Target
k141_388 flag=1 multi=740.0000 len=3276	Rhodococcus qingshengii	25	3276	Annotated
k141_1195 flag=1 multi=516.0000 len=408	Rhodococcus qingshengii	21	408	Annotated
k141_1041 flag=1 multi=704.0000 len=1216	Rhodococcus qingshengii	25	1216	Annotated
k141_1074 flag=1 multi=346.0000 len=458	Rhodococcus qingshengii	5	458	Annotated
k141_2045 flag=1 multi=104.0000 len=335	Rhodococcus qingshengii	25	335	Annotated
k141_2049 flag=1 multi=768.0000 len=3823	Rhodococcus qingshengii	25	3823	Annotated
k141_1103 flag=1 multi=225.0000 len=329	Rhodococcus qingshengii	25	329	Annotated
k141_292 flag=1 multi=54.0000 len=366	Cladosporium halotolerans	1	366	Target
k141_1902 flag=1 multi=486.0000 len=336	Rhodococcus qingshengii	25	336	Annotated
k141_2173 flag=1 multi=701.0000 len=11195	Prescottella equi	26	11195	Target
k141_2178 flag=1 multi=733.0000 len=1294	Prescottella equi	26	1294	Target
k141_918 flag=1 multi=264.0000 len=480	Paracidovorax citrulli	14	480	Target
k141_1895 flag=1 multi=608.0000 len=4381	Rhodococcus qingshengii	25	4381	Annotated
k141_1916 flag=1 multi=165.0000 len=317	Novosphingobium sp.	2	317	Annotated
k141_2139 flag=1 multi=682.0000 len=30188	Rhodococcus erythropolis	29	30188	Annotated
k141_1913 flag=1 multi=653.0000 len=9210	Rhodococcus qingshengii	25	9210	Annotated
k141_1583 flag=1 multi=723.0000 len=3057	Rhodococcus qingshengii	25	3057	Annotated
k141_1734 flag=1 multi=137.0000 len=444	Rhodococcus qingshengii	25	444	Annotated
k141_200 flag=1 multi=31.0000 len=370	NA	NA	370	Unannotated
k141_1277 flag=1 multi=125.0000 len=343	Rhodococcus qingshengii	25	343	Annotated
k141_678 flag=1 multi=1040.0000 len=440	Rhodococcus qingshengii	26	440	Annotated
k141_1740 flag=1 multi=210.0000 len=611	Rhodococcus qingshengii	25	611	Annotated
k141_2209 flag=1 multi=722.0000 len=32037	Rhodococcus qingshengii	25	32037	Annotated
k141_999 flag=1 multi=309.0000 len=15899	Rhodococcus qingshengii	18	15899	Annotated
k141_1704 flag=1 multi=1086.0000 len=4833	Rhodococcus qingshengii	40	4833	Annotated
k141_1668 flag=1 multi=24.0000 len=315	NA	NA	315	Unannotated
k141_1977 flag=1 multi=706.0000 len=3623	Rhodococcus qingshengii	25	3623	Annotated
k141_877 flag=1 multi=255.0000 len=418	Rhodococcus qingshengii	25	418	Annotated
k141_1768 flag=1 multi=500.0000 len=12936	Rhodococcus qingshengii	26	12936	Annotated
k141_1368 flag=1 multi=438.0000 len=5293	Rhodococcus qingshengii	25	5293	Annotated
k141_1984 flag=1 multi=724.0000 len=10461	Rhodococcus qingshengii	25	10461	Annotated
k141_1777 flag=1 multi=715.0000 len=2205	Prescottella equi	26	2205	Target
k141_1882 flag=1 multi=29.0000 len=315	Sphingobium yanoikuyae	2	315	Target
k141_1323 flag=1 multi=765.0000 len=2717	Rhodococcus qingshengii	25	2717	Annotated
k141_974 flag=1 multi=419.0000 len=354	Rhodococcus qingshengii	25	354	Annotated
k141_431 flag=1 multi=682.0000 len=17126	Rhodococcus qingshengii	26	17126	Annotated
k141_1885 flag=1 multi=667.0000 len=3888	Rhodococcus qingshengii	25	3888	Annotated
k141_1389 flag=1 multi=645.0000 len=4284	Rhodococcus qingshengii	24	4284	Annotated
k141_2143 flag=1 multi=26.0000 len=341	NA	NA	341	Unannotated
k141_1400 flag=1 multi=263.0000 len=944	Rhodococcus qingshengii	25	944	Annotated
k141_446 flag=1 multi=244.0000 len=398	NA	NA	398	Unannotated
k141_632 flag=1 multi=1064.0000 len=326	Rhodococcus erythropolis	1	326	Annotated
k141_1291 flag=1 multi=19176.0000 len=1009	Influenza A virus	21	1009	Target
k141_1609 flag=1 multi=682.0000 len=54523	Rhodococcus qingshengii	25	54523	Annotated
k141_1283 flag=1 multi=386.0000 len=6389	Rhodococcus qingshengii	25	6389	Annotated
k141_207 flag=1 multi=63.0000 len=341	Escherichia coli	96	341	Target
k141_538 flag=1 multi=672.0000 len=10381	Rhodococcus qingshengii	25	10381	Annotated
k141_1294 flag=1 multi=72.0000 len=332	Sphingomonadaceae bacterium	3	332	Target
k141_549 flag=1 multi=595.0000 len=335	Rhodococcus qingshengii	31	335	Annotated
k141_552 flag=1 multi=387.0000 len=324	Rhodococcus qingshengii	25	324	Annotated
k141_853 flag=1 multi=673.0000 len=12549	Prescottella equi	26	12549	Target
k141_2343 flag=1 multi=648.0000 len=6335	Rhodococcus qingshengii	25	6335	Annotated
k141_219 flag=1 multi=271.0000 len=783	Rhodococcus qingshengii	25	783	Annotated
k141_2350 flag=1 multi=139.0000 len=509	Rhodococcus qingshengii	26	509	Annotated
k141_249 flag=1 multi=674.0000 len=2470	Rhodococcus qingshengii	25	2470	Annotated
k141_654 flag=1 multi=701.0000 len=12963	Rhodococcus qingshengii	25	12963	Annotated
k141_924 flag=1 multi=618.0000 len=1104	Rhodococcus qingshengii	25	1104	Annotated
k141_1175 flag=1 multi=128.0000 len=633	Rhodococcus qingshengii	25	633	Annotated
k141_793 flag=1 multi=131.0000 len=314	Rhodococcus qingshengii	25	314	Annotated
k141_2320 flag=1 multi=252.0000 len=433	Rhodococcus qingshengii	25	433	Annotated
k141_798 flag=1 multi=28.0000 len=347	NA	NA	347	Unannotated
k141_1843 flag=1 multi=391.0000 len=332	Lithohypha guttulata	1	332	Target
k141_1851 flag=1 multi=214.0000 len=408	NA	NA	408	Unannotated
k141_1235 flag=1 multi=619.0000 len=5014	Rhodococcus qingshengii	25	5014	Annotated
k141_2232 flag=1 multi=623.0000 len=1139	Rhodococcus qingshengii	25	1139	Annotated
k141_454 flag=1 multi=113.9593 len=362	Stenotrophomonas sp. SBJS02	1	362	Target
k141_557 flag=1 multi=4362.0000 len=321	NA	NA	321	Unannotated
k141_1143 flag=1 multi=319.0000 len=4422	Rhodococcus qingshengii	16	4422	Annotated
k141_1997 flag=1 multi=670.0000 len=1583	Rhodococcus qingshengii	25	1583	Annotated
k141_1407 flag=1 multi=68.0000 len=704	NA	NA	704	Unannotated
k141_1591 flag=1 multi=710.0000 len=6309	Rhodococcus qingshengii	25	6309	Annotated
k141_1924 flag=1 multi=77.0000 len=328	Rhodococcus qingshengii	25	328	Annotated
k141_1468 flag=1 multi=11255.0000 len=781	Influenza A virus	17	781	Target
k141_2219 flag=1 multi=587.0000 len=721	Rhodococcus qingshengii	25	721	Annotated
k141_2221 flag=1 multi=632.0000 len=1466	Rhodococcus qingshengii	25	1466	Annotated
k141_2217 flag=1 multi=832.0000 len=13002	Rhodococcus qingshengii	6	13002	Annotated
k141_697 flag=1 multi=565.0000 len=1135	Rhodococcus qingshengii	25	1135	Annotated
k141_1953 flag=1 multi=686.0000 len=11658	Rhodococcus qingshengii	25	11658	Annotated
k141_260 flag=1 multi=652.0000 len=9422	Rhodococcus erythropolis	15	9422	Annotated
k141_335 flag=1 multi=109.0000 len=342	Sphingobium yanoikuyae	1	342	Target
k141_702 flag=1 multi=625.0000 len=10746	Rhodococcus erythropolis	10	10746	Annotated
k141_664 flag=1 multi=739.0000 len=21739	Rhodococcus qingshengii	24	21739	Annotated
k141_509 flag=1 multi=704.0000 len=6567	Rhodococcus qingshengii	25	6567	Annotated
k141_883 flag=1 multi=124.0000 len=356	Rhodococcus qingshengii	24	356	Annotated
k141_879 flag=1 multi=694.0000 len=11018	Rhodococcus qingshengii	25	11018	Annotated
k141_1472 flag=1 multi=657.0000 len=13432	Rhodococcus qingshengii	25	13432	Annotated
k141_1241 flag=1 multi=254.0000 len=475	Rhodococcus qingshengii	25	475	Annotated
k141_1628 flag=1 multi=629.0000 len=5304	Rhodococcus qingshengii	25	5304	Annotated
k141_885 flag=1 multi=580.0000 len=2413	Rhodococcus qingshengii	25	2413	Annotated
k141_1786 flag=1 multi=577.0000 len=464	Rhodococcus qingshengii	25	464	Annotated
k141_1781 flag=1 multi=563.0000 len=1306	Rhodococcus qingshengii	25	1306	Annotated
k141_512 flag=1 multi=713.0000 len=4737	Rhodococcus qingshengii	25	4737	Annotated
k141_2066 flag=1 multi=623.0000 len=897	Rhodococcus qingshengii	25	897	Annotated
k141_1445 flag=1 multi=695.0000 len=25888	Rhodococcus qingshengii	25	25888	Annotated
k141_2282 flag=1 multi=678.0000 len=5731	Rhodococcus qingshengii	25	5731	Annotated
k141_770 flag=1 multi=677.0000 len=14890	Rhodococcus qingshengii	25	14890	Annotated
k141_2259 flag=1 multi=329.0000 len=516	Rhodococcus qingshengii	25	516	Annotated
k141_1247 flag=1 multi=598.0000 len=330	Rhodococcus qingshengii	26	330	Annotated
k141_2355 flag=1 multi=707.0000 len=29155	Rhodococcus qingshengii	25	29155	Annotated
k141_812 flag=1 multi=1606.0000 len=981	Dietzia kunjamensis	3	981	Target
k141_1482 flag=1 multi=18.2762 len=351	NA	NA	351	Unannotated
k141_775 flag=1 multi=706.0000 len=636	Rhodococcus qingshengii	25	636	Annotated
k141_2293 flag=1 multi=390.0000 len=445	Rhodococcus qingshengii	25	445	Annotated
k141_2366 flag=3 multi=144.0214 len=281	Pseudomonas simiae	12	281	Target
k141_778 flag=1 multi=724.0000 len=19380	Rhodococcus qingshengii	25	19380	Annotated
k141_2333 flag=1 multi=718.0000 len=2416	Rhodococcus qingshengii	25	2416	Annotated
k141_2107 flag=1 multi=168.0000 len=542	Rhodococcus qingshengii	25	542	Annotated
k141_1790 flag=1 multi=480.0000 len=1583	Rhodococcus qingshengii	25	1583	Annotated
k141_155 flag=1 multi=347.0000 len=444	White clover mosaic virus	17	444	Target
k141_1793 flag=1 multi=247.0000 len=320	Rhodococcus qingshengii	25	320	Annotated
k141_2113 flag=1 multi=654.0000 len=4444	Rhodococcus qingshengii	24	4444	Annotated
k141_177 flag=1 multi=693.0000 len=1125	Escherichia coli	93	1125	Target
k141_715 flag=1 multi=672.0000 len=575	Rhodococcus qingshengii	25	575	Annotated
k141_1202 flag=1 multi=122.0000 len=314	NA	NA	314	Unannotated
k141_1488 flag=1 multi=432.0000 len=3243	Rhodococcus erythropolis	7	3243	Annotated
k141_2120 flag=1 multi=674.0000 len=1610	Rhodococcus qingshengii	25	1610	Annotated
k141_42 flag=1 multi=163.0000 len=335	Escherichia coli	95	335	Target
k141_48 flag=1 multi=671.0000 len=5014	Rhodococcus qingshengii	25	5014	Annotated
k141_88 flag=1 multi=737.0000 len=1690	Rhodococcus qingshengii	25	1690	Annotated
k141_95 flag=1 multi=134.0000 len=348	Rhodococcus qingshengii	25	348	Annotated
k141_1502 flag=1 multi=729.0000 len=1639	Rhodococcus qingshengii	25	1639	Annotated
k141_2120 flag=1 multi=674.0000 len=1610	Rhodococcus qingshengii	25	1610	Annotated
k141_42 flag=1 multi=163.0000 len=335	Escherichia coli	95	335	Target
k141_48 flag=1 multi=671.0000 len=5014	Rhodococcus qingshengii	25	5014	Annotated
k141_88 flag=1 multi=737.0000 len=1690	Rhodococcus qingshengii	25	1690	Annotated
k141_95 flag=1 multi=134.0000 len=348	Rhodococcus qingshengii	25	348	Annotated
k141_1502 flag=1 multi=729.0000 len=1639	Rhodococcus qingshengii	25	1639	Annotated
k141_421 flag=1 multi=624.0000 len=2162	Rhodococcus qingshengii	20	2162	Annotated
k141_902 flag=1 multi=335.0000 len=547	Rhodococcus qingshengii	25	547	Annotated
k141_2191 flag=1 multi=206.0000 len=338	Rhodococcus qingshengii	25	338	Annotated
k141_893 flag=1 multi=401.0000 len=541	Rhodococcus qingshengii	25	541	Annotated
k141_1539 flag=1 multi=687.0000 len=553	Rhodococcus qingshengii	25	553	Annotated
k141_1607 flag=1 multi=153.0000 len=383	Rhodococcus qingshengii	25	383	Annotated
k141_1077 flag=1 multi=553.0000 len=2707	Rhodococcus qingshengii	25	2707	Annotated
k141_1602 flag=1 multi=122.0000 len=309	Rhodococcus qingshengii	25	309	Annotated
k141_1801 flag=1 multi=716.0000 len=14913	Rhodococcus qingshengii	25	14913	Annotated
k141_1006 flag=1 multi=1000.0000 len=1260	Rhodococcus qingshengii	20	1260	Annotated
k141_937 flag=1 multi=292.0000 len=3386	Rhodococcus qingshengii	19	3386	Annotated
k141_934 flag=1 multi=180.0000 len=399	Pseudomonas aeruginosa	25	399	Target
k141_1117 flag=1 multi=140.0000 len=409	Triticum aestivum	27	409	Target
k141_979 flag=1 multi=245.0000 len=309	Rhodococcus qingshengii	25	309	Annotated
k141_838 flag=1 multi=1299.0000 len=464	Arthrobacter antioxidans	1	464	Target
k141_1675 flag=1 multi=564.0000 len=4165	Rhodococcus qingshengii	25	4165	Annotated
k141_2122 flag=1 multi=88.0000 len=310	Microvirga sp. VF16	2	310	Target
k141_783 flag=1 multi=33529.0000 len=602	Influenza A virus	20	602	Target
k141_107 flag=1 multi=204.0000 len=396	Rhodococcus qingshengii	25	396	Annotated
k141_1341 flag=1 multi=238.0000 len=330	Rhodococcus qingshengii	25	330	Annotated
k141_1208 flag=1 multi=149.0000 len=311	Rhodococcus qingshengii	24	311	Annotated
k141_787 flag=1 multi=706.0000 len=4046	Rhodococcus qingshengii	25	4046	Annotated
k141_1305 flag=1 multi=159.0000 len=322	Limnobacter thiooxidans	1	322	Target
k141_1345 flag=1 multi=186.0000 len=494	Rhodococcus qingshengii	32	494	Annotated
k141_2151 flag=1 multi=638.0000 len=3381	Rhodococcus qingshengii	25	3381	Annotated
k141_722 flag=1 multi=721.0000 len=4105	Rhodococcus qingshengii	24	4105	Annotated
k141_781 flag=1 multi=672.0000 len=4561	Rhodococcus qingshengii	24	4561	Annotated
k141_1673 flag=1 multi=2412.0000 len=629	Rhodococcus qingshengii	13	629	Annotated
k141_1930 flag=1 multi=357.0000 len=2305	Rhodococcus qingshengii	21	2305	Annotated
k141_133 flag=1 multi=39.0000 len=323	NA	NA	323	Unannotated
k141_1862 flag=1 multi=652.0000 len=3303	Rhodococcus qingshengii	25	3303	Annotated
k141_603 flag=1 multi=589.0000 len=869	Rhodococcus qingshengii	10	869	Annotated
k141_263 flag=1 multi=385.0000 len=1306	Rhodococcus qingshengii	18	1306	Annotated
k141_122 flag=1 multi=493.0000 len=12931	Rhodococcus qingshengii	25	12931	Annotated
k141_2081 flag=1 multi=554.0000 len=524	Rhodococcus qingshengii	20	524	Annotated
k141_1518 flag=1 multi=741.0000 len=897	Rhodococcus qingshengii	23	897	Annotated
k141_1085 flag=1 multi=471.0000 len=15221	Rhodococcus qingshengii	25	15221	Annotated
k141_1725 flag=1 multi=283.0000 len=542	Rhodococcus qingshengii	25	542	Annotated
k141_2237 flag=1 multi=695.0000 len=13795	Rhodococcus qingshengii	25	13795	Annotated
k141_1422 flag=1 multi=324.0000 len=397	Rhodococcus qingshengii	25	397	Annotated
k141_1083 flag=1 multi=712.0000 len=15415	Rhodococcus qingshengii	25	15415	Annotated
k141_304 flag=1 multi=670.0000 len=3808	Rhodococcus qingshengii	25	3808	Annotated
k141_309 flag=1 multi=116.0000 len=354	Rhodococcus qingshengii	25	354	Annotated
k141_1867 flag=1 multi=594.0000 len=1405	Rhodococcus qingshengii	9	1405	Annotated
k141_352 flag=1 multi=362.0000 len=734	Rhodococcus qingshengii	25	734	Annotated
k141_349 flag=1 multi=678.0000 len=13817	Rhodococcus qingshengii	26	13817	Annotated
k141_1570 flag=1 multi=637.0000 len=5900	Rhodococcus qingshengii	25	5900	Annotated
k141_605 flag=1 multi=688.0000 len=1967	Rhodococcus qingshengii	25	1967	Annotated
k141_612 flag=1 multi=483.0000 len=402	Rhodococcus erythropolis	9	402	Annotated
k141_1063 flag=1 multi=631.0000 len=7526	Rhodococcus qingshengii	25	7526	Annotated
k141_1060 flag=1 multi=5725.0000 len=457	Influenza A virus	26	457	Target
k141_1682 flag=1 multi=620.0000 len=2299	Rhodococcus qingshengii	25	2299	Annotated
k141_286 flag=1 multi=298.0000 len=408	NA	NA	408	Unannotated
k141_1681 flag=1 multi=782.0000 len=3029	Rhodococcus qingshengii	25	3029	Annotated
k141_2007 flag=1 multi=408.0000 len=334	Rhodococcus qingshengii	25	334	Annotated
k141_111 flag=1 multi=356.0000 len=13519	Rhodococcus qingshengii	37	13519	Annotated
k141_1021 flag=1 multi=243.0000 len=491	Rhodococcus qingshengii	25	491	Annotated
k141_731 flag=1 multi=156.0000 len=302	Rhodococcus qingshengii	6	302	Annotated
k141_460 flag=1 multi=698.0000 len=3521	Rhodococcus qingshengii	25	3521	Annotated
k141_559 flag=1 multi=712.0000 len=16513	Rhodococcus qingshengii	25	16513	Annotated
k141_1632 flag=1 multi=706.0000 len=5182	Rhodococcus qingshengii	25	5182	Annotated
k141_491 flag=1 multi=637.0000 len=392	Macroventuria anomochaeta	1	392	Target
k141_146 flag=1 multi=819.8909 len=526	NA	NA	526	Unannotated
k141_736 flag=1 multi=792.0000 len=552	Rhodococcus qingshengii	25	552	Annotated
k141_2165 flag=1 multi=584.0000 len=2349	Rhodococcus qingshengii	25	2349	Annotated
k141_1970 flag=1 multi=405.0000 len=5094	Rhodococcus qingshengii	10	5094	Annotated
k141_529 flag=1 multi=551.0000 len=373	Knufia obscura	1	373	Target
k141_908 flag=1 multi=132.0000 len=725	Rhodococcus qingshengii	25	725	Annotated
k141_4 flag=1 multi=84.0000 len=332	Rhodococcus qingshengii	25	332	Annotated
k141_2168 flag=1 multi=661.0000 len=10099	Prescottella equi	25	10099	Target
k141_1065 flag=1 multi=364.0000 len=1613	Rhodococcus qingshengii	21	1613	Annotated
k141_24 flag=1 multi=46.0000 len=923	Limnobacter sp.	1	923	Target
k141_29 flag=1 multi=168.0000 len=423	Stutzerimonas stutzeri	26	423	Target
k141_1067 flag=1 multi=962.0000 len=1391	Rhodococcus erythropolis	5	1391	Annotated
k141_911 flag=1 multi=953.0000 len=2217	Rhodococcus qingshengii	17	2217	Annotated
k141_360 flag=1 multi=308.0000 len=356	Exophiala aquamarina CBS 119918	1	356	Target
k141_1038 flag=1 multi=625.0000 len=1741	Rhodococcus qingshengii	24	1741	Annotated
k141_2138 flag=1 multi=703.0000 len=754	Rhodococcus qingshengii	24	754	Annotated
k141_1355 flag=1 multi=190.0000 len=352	NA	NA	352	Unannotated
k141_841 flag=1 multi=654.0000 len=23797	Rhodococcus qingshengii	25	23797	Annotated
k141_1645 flag=1 multi=443.0000 len=413	Westerdykella ornata	1	413	Target
k141_865 flag=1 multi=1232.0000 len=7141	Propionibacterium freudenreichii	29	7141	Target
k141_2205 flag=1 multi=99.0000 len=461	Escherichia coli	77	461	Target
k141_2265 flag=1 multi=666.0000 len=3675	Rhodococcus qingshengii	25	3675	Annotated
k141_579 flag=1 multi=602.0000 len=594	Rhodococcus qingshengii	12	594	Annotated
k141_870 flag=1 multi=702.0000 len=2249	Rhodococcus qingshengii	25	2249	Annotated
k141_644 flag=1 multi=656.0000 len=1969	Rhodococcus qingshengii	26	1969	Annotated
k141_649 flag=1 multi=195.0000 len=325	Rhodococcus qingshengii	19	325	Annotated
k141_393 flag=1 multi=295.0000 len=2775	Rhodococcus qingshengii	25	2775	Annotated
k141_2241 flag=1 multi=689.0000 len=2990	Rhodococcus qingshengii	24	2990	Annotated
k141_1700 flag=1 multi=418.0000 len=842	Rhodococcus qingshengii	20	842	Annotated
k141_583 flag=1 multi=1005.0000 len=910	Rhodococcus qingshengii	32	910	Annotated
k141_2082 flag=1 multi=719.0000 len=20826	Rhodococcus qingshengii	25	20826	Annotated
k141_2083 flag=1 multi=633.0000 len=2258	Rhodococcus qingshengii	24	2258	Annotated
k141_1729 flag=1 multi=690.0000 len=11940	Prescottella equi	26	11940	Target
k141_2310 flag=1 multi=646.0000 len=5439	Rhodococcus qingshengii	25	5439	Annotated
k141_2086 flag=1 multi=412.0000 len=467	Rhodococcus qingshengii	25	467	Annotated
k141_378 flag=1 multi=316.0000 len=314	NA	NA	314	Unannotated
k141_1047 flag=1 multi=599.0000 len=2172	Rhodococcus qingshengii	25	2172	Annotated
k141_1051 flag=1 multi=653.0000 len=3902	Rhodococcus qingshengii	25	3902	Annotated
k141_1447 flag=1 multi=322.0000 len=532	Rhodococcus qingshengii	25	532	Annotated
k141_495 flag=1 multi=559.0000 len=405	Tolypocladium guangdongense	2	405	Target
k141_849 flag=1 multi=675.0000 len=8711	Rhodococcus qingshengii	25	8711	Annotated
k141_2046 flag=1 multi=891.0000 len=935	Rhodococcus qingshengii	28	935	Annotated
k141_1381 flag=1 multi=697.0000 len=8180	Rhodococcus qingshengii	26	8180	Annotated
k141_1104 flag=1 multi=260.0000 len=635	Rhodococcus qingshengii	25	635	Annotated
k141_293 flag=1 multi=294.0000 len=302	White clover mosaic virus	19	302	Target
k141_1903 flag=1 multi=461.0000 len=331	Rhodococcus qingshengii	14	331	Annotated
k141_2174 flag=1 multi=635.0000 len=302	Rhodococcus qingshengii	15	302	Annotated
k141_2179 flag=1 multi=218.0000 len=361	NA	NA	361	Unannotated
k141_1457 flag=1 multi=689.0000 len=8640	Rhodococcus qingshengii	25	8640	Annotated
k141_1896 flag=1 multi=119.0000 len=324	Rhodococcus qingshengii	25	324	Annotated
k141_1917 flag=1 multi=1226.0000 len=548	Rhodococcus qingshengii	21	548	Annotated
k141_477 flag=1 multi=675.0000 len=682	Chitinophagaceae bacterium	1	682	Target
k141_1584 flag=1 multi=218.0000 len=468	Rhodococcus qingshengii	25	468	Annotated
k141_324 flag=1 multi=370.0000 len=10714	Rhodococcus qingshengii	25	10714	Annotated
k141_201 flag=1 multi=145.0000 len=547	Rhodococcus qingshengii	25	547	Annotated
k141_1278 flag=1 multi=463.0000 len=491	Rhodococcus qingshengii	3	491	Annotated
k141_679 flag=1 multi=324.0000 len=515	Rhodococcus qingshengii	25	515	Annotated
k141_1975 flag=1 multi=28.0000 len=301	NA	NA	301	Unannotated
k141_1438 flag=1 multi=679.0000 len=460	Rhodococcus qingshengii	25	460	Annotated
k141_1705 flag=1 multi=1.0000 len=366	NA	NA	366	Unannotated
k141_1983 flag=1 multi=1115.0000 len=5146	Rhodococcus qingshengii	17	5146	Annotated
k141_1978 flag=1 multi=148.0000 len=308	Roseomonas cutis	1	308	Target
k141_483 flag=1 multi=677.0000 len=10139	Prescottella equi	26	10139	Target
k141_1769 flag=1 multi=547.0000 len=759	Rhodococcus qingshengii	25	759	Annotated
k141_1318 flag=1 multi=189.0000 len=456	Knufia fluminis	1	456	Target
k141_1985 flag=1 multi=77.0000 len=305	NA	NA	305	Unannotated
k141_1113 flag=1 multi=193.0000 len=351	Rhodococcus qingshengii	25	351	Annotated
k141_2245 flag=1 multi=730.0000 len=13536	Rhodococcus qingshengii	25	13536	Annotated
k141_1776 flag=1 multi=219.0000 len=332	Rhodococcus qingshengii	25	332	Annotated
k141_448 flag=1 multi=778.0000 len=368	NA	NA	368	Unannotated
k141_432 flag=1 multi=560.0000 len=372	Epilithonimonas vandammei	2	372	Target
k141_440 flag=1 multi=114.0000 len=574	Bartonella apihabitans	1	574	Target
k141_1458 flag=1 multi=696.0000 len=22843	Rhodococcus qingshengii	25	22843	Annotated
k141_2144 flag=1 multi=52.0000 len=335	Dermacoccus nishinomiyaensis	3	335	Target
k141_1401 flag=1 multi=212.0000 len=364	Rhodococcus qingshengii	23	364	Annotated
k141_447 flag=1 multi=365.0000 len=308	NA	NA	308	Unannotated
k141_2271 flag=1 multi=729.0000 len=10958	Rhodococcus qingshengii	25	10958	Annotated
k141_1586 flag=1 multi=893.0000 len=15617	Rhodococcus qingshengii	3	15617	Annotated
k141_627 flag=1 multi=483.0000 len=1467	Rhodococcus qingshengii	26	1467	Annotated
k141_208 flag=1 multi=638.0000 len=463	Rhodococcus qingshengii	25	463	Annotated
k141_759 flag=1 multi=787.0000 len=5461	Rhodococcus qingshengii	25	5461	Annotated
k141_244 flag=1 multi=659.0000 len=5859	Rhodococcus qingshengii	26	5859	Annotated
k141_247 flag=1 multi=140.0000 len=478	Rhodococcus qingshengii	25	478	Annotated
k141_854 flag=1 multi=168.0000 len=385	Rhodococcus qingshengii	25	385	Annotated
k141_1833 flag=1 multi=631.0000 len=7570	Prescottella equi	26	7570	Target
k141_2345 flag=1 multi=360.0000 len=494	Rhodococcus qingshengii	25	494	Annotated
k141_224 flag=1 multi=196.0000 len=385	Rhodococcus qingshengii	25	385	Annotated
k141_1832 flag=1 multi=256.0000 len=322	Staphylococcus epidermidis	100	322	Target
k141_655 flag=1 multi=55.0000 len=351	Paracidovorax avenae	16	351	Target
k141_691 flag=1 multi=686.0000 len=9041	Rhodococcus qingshengii	25	9041	Annotated
k141_2246 flag=1 multi=810.0000 len=11824	Rhodococcus qingshengii	25	11824	Annotated
k141_794 flag=1 multi=331.0000 len=314	Rhodococcus qingshengii	25	314	Annotated
k141_2249 flag=1 multi=608.0000 len=2378	Rhodococcus qingshengii	25	2378	Annotated
k141_507 flag=1 multi=323.0000 len=479	Rhodococcus qingshengii	20	479	Annotated
k141_2216 flag=1 multi=693.0000 len=7160	Rhodococcus qingshengii	26	7160	Annotated
