query	subject	cov	similarity
NC_055519.1	NC_017917.1	84.869810	70.334300
NC_055520.1	NC_009741.1	39.468180	67.626303
NC_055521.1	NC_015487.1	96.870287	77.942265
NC_055522.1	NC_037611.1	76.170537	76.531169
NC_055523.1	NC_023878.1	71.596859	69.180830
NC_055524.1	NC_038459.1	99.345399	78.592363
NC_055525.1	NC_055126.1	100.000000	83.570000
NC_055526.1	AC_000002.1	54.076672	72.165738
NC_055526.1	NC_001876.1	54.076672	72.165738
NC_055527.1	NC_077037.1	4.248938	74.763635
NC_055528.1	NC_075452.1	100.000000	99.911000
NC_055529.1	NC_028237.2	29.616869	67.635522
NC_055530.1	NC_076938.1	99.805933	73.901000
NC_055531.1	NC_055532.1	93.646649	73.636895
NC_055532.1	NC_055531.1	93.736089	73.633609
NC_055533.1	NC_078404.1	81.273692	72.823343
NC_055534.1	NC_078405.1	84.945504	70.267000
NC_055535.1	NC_078404.1	91.934381	81.503564
NC_055536.1	NC_078406.1	100.000000	77.443000
NC_055537.1	NC_078406.1	67.841682	73.631176
NC_055538.1	NC_032496.1	0.478698	69.919000
NC_055539.1	NC_024809.1	62.062615	71.412965
NC_055540.1	NC_024810.1	100.000000	78.721000
NC_055541.1	NC_075098.1	100.000000	80.450000
NC_055542.1	NC_006943.1	23.866091	63.742000
NC_055543.1	NC_031764.1	100.000000	85.463000
NC_055544.1	NC_055157.1	100.000000	81.980000
NC_055545.1	NC_076230.1	97.827773	70.050821
NC_055546.1	NC_003794.1	34.406439	65.939497
NC_055547.1	NC_076118.1	100.000000	76.170000
NC_055548.1	NC_031456.1	100.000000	81.939000
NC_055549.1	NC_074990.1	100.000000	86.222000
NC_055550.1	NC_043201.1	99.099099	72.389000
NC_055551.1	NC_001465.1	90.133125	78.332000
NC_055552.1	NC_001465.1	79.075235	81.657000
NC_055553.1	NC_001465.1	89.806950	75.550000
NC_055554.1	NC_055555.1	59.987969	69.380528
NC_055555.1	NC_055554.1	56.553213	69.389170
NC_055556.1	NC_027531.1	99.305425	80.034000
NC_055557.1	NC_001442.1	99.978723	81.678000
NC_055558.1	NC_001663.2	94.851560	77.806900
NC_055559.1	NC_035181.1	94.803452	79.075305
NC_055560.1	NC_003403.1	100.000000	81.990000
NC_055561.1	NC_075564.1	96.909371	92.460819
NC_055562.1	NC_055604.1	49.828767	68.167924
NC_055563.1	NC_029907.1	100.000000	85.629000
NC_055564.1	NC_034243.1	50.854295	73.551880
NC_055565.1	NC_038999.1	91.886410	75.135000
NC_055566.1	NC_038999.1	99.898990	71.148000
NC_055567.1	NC_034240.1	44.510978	66.951653
NC_055568.1	NC_029076.1	31.537159	65.967403
NC_055569.1	NC_038675.1	35.300926	65.737157
NC_055570.1	NC_035481.1	91.623425	78.342755
NC_055571.1	NC_076946.1	37.961761	66.792518
NC_055572.1	NC_017917.1	71.396978	71.764283
NC_055573.1	NC_023864.1	72.787227	65.596486
NC_055574.1	NC_026592.1	30.173939	65.220088
NC_055575.1	NC_014743.1	86.952269	69.775408
NC_055576.1	NC_040821.1	78.456837	69.819419
NC_055577.1	NC_033706.1	31.209581	66.259051
NC_055578.1	NC_028122.1	30.398975	70.832784
NC_055579.1	NC_014740.1	98.918083	73.056600
NC_055580.1	NC_023885.1	81.525424	70.793000
NC_055581.1	NC_015487.1	100.000000	76.382945
NC_055582.1	NC_043524.1	97.677960	82.355431
NC_055583.1	NC_007455.1	99.338159	69.707000
NC_055584.1	NC_038991.1	41.494058	66.126636
NC_055585.1	NC_001445.1	53.675480	66.514891
NC_055586.1	NC_021579.1	99.887176	96.339000
NC_055587.1	NC_009490.1	94.894434	79.110309
NC_055588.1	NC_015328.1	71.875000	69.844865
NC_055589.1	NC_009607.1	100.000000	76.684701
NC_055590.1	NC_008521.1	71.177062	67.665283
NC_055591.1	NC_038897.1	100.000000	80.296000
NC_055592.1	NC_055593.1	99.358060	89.917000
NC_055593.1	NC_055592.1	99.677881	89.917000
NC_055594.1	NC_043517.1	100.000000	84.090000
NC_055595.1	NC_001515.2	88.216561	70.394178
NC_055596.1	NC_035481.1	97.736703	78.126000
NC_055597.1	NC_014630.1	100.000000	80.959000
NC_055598.1	NC_017830.1	27.489943	66.522786
NC_055599.1	NC_001836.1	18.984885	65.119973
NC_055600.1	NC_007180.1	84.929466	71.086000
NC_055601.1	NC_076902.1	61.729560	65.761519
NC_055602.1	NC_031458.1	100.000000	87.729000
NC_055603.1	NC_005902.1	59.289579	81.192591
NC_055604.1	NC_033738.1	45.604952	69.234369
NC_055605.1	NC_055607.1	7.070707	94.898000
NC_055606.1	NC_055607.1	2.840060	93.506000
NC_055607.1	NC_055605.1	7.796340	94.898000
NC_055608.1	NC_077817.1	47.366955	66.798833
NC_055609.1	NC_055610.1	43.937824	93.900271
NC_055610.1	NC_055613.1	48.329854	97.624173
NC_055611.1	NC_023301.1	48.194014	67.722000
NC_055612.1	NC_040747.1	89.581205	65.169000
NC_055613.1	NC_055614.1	56.756757	90.221081
NC_055614.1	NC_055613.1	58.202717	90.172420
NC_055615.1	NC_055613.1	43.717549	89.327629
NC_055616.1	NC_055620.1	45.194274	90.985491
NC_055617.1	NC_055622.1	43.927126	72.672965
NC_055618.1	NC_023296.1	96.890672	75.667000
NC_055619.1	NC_055620.1	63.877551	95.808756
NC_055620.1	NC_055619.1	63.453815	95.767935
NC_055621.1	NC_055622.1	36.585366	85.000194
NC_055622.1	NC_055617.1	43.597561	73.120925
NC_055623.1	NC_023310.1	52.941176	71.863565
NC_055624.1	NC_055626.1	7.214206	81.446985
NC_055625.1	NC_055624.1	4.633782	70.290000
NC_055626.1	NC_055624.1	7.904192	81.421455
NC_055627.1	NC_077817.1	22.096552	66.418718
NC_055628.1	NC_048877.1	1.118789	88.235000
NC_055629.1	NC_060098.1	0.872093	92.593000
NC_055630.1	NC_014462.1	37.821439	69.431915
NC_055631.1	NC_037665.1	2.185224	79.264206
NC_055632.1	NC_034401.1	99.689778	70.731000
NC_055633.1	NC_034400.1	100.000000	72.158000
NC_055634.1	NC_034393.1	95.296884	67.383000
NC_055635.1	NC_034527.1	100.000000	79.202000
NC_055636.1	NC_034519.1	100.000000	77.750000
NC_055637.1	NC_038447.1	99.910581	75.983000
NC_055638.1	NA	NA	NA
NC_055639.1	NC_073047.1	2.422998	76.190000
NC_055640.1	NC_055173.1	1.679222	73.832000
NC_055641.1	NC_079076.1	50.575031	66.443000
NC_055642.1	NC_078851.1	46.352647	65.928209
NC_055643.1	NC_078853.1	22.965642	75.302913
NC_055644.1	NC_078854.1	66.915052	71.318000
NC_055645.1	NC_079139.1	17.611489	69.945601
NC_055646.1	NC_029563.1	62.941601	72.582000
NC_055647.1	NC_029562.1	98.686255	71.953903
NC_055648.1	NC_029565.1	87.966252	66.698315
NC_055649.1	NC_030663.1	88.903567	73.232285
NC_055650.1	NC_029569.1	20.756881	72.603481
NC_055651.1	NC_029568.1	44.931062	64.085000
NC_055652.1	NC_038849.1	66.388483	71.636346
NC_055653.1	NC_038848.1	98.857535	72.073000
NC_055654.1	NC_055657.1	5.210142	84.470133
NC_055655.1	NC_033277.1	55.349099	64.829881
NC_055656.1	NC_055655.1	6.831714	73.811257
NC_055657.1	NC_055655.1	6.956522	79.166500
NC_055706.1	NC_055873.1	0.740577	65.671575
NC_055707.1	NC_023697.1	94.434726	98.513674
NC_055708.1	NC_041863.1	98.265498	96.752452
NC_055709.1	NC_055718.1	97.556035	98.196074
NC_055710.1	NC_031903.1	99.867038	99.630331
NC_055711.1	NC_005884.1	99.061853	97.616118
NC_055712.1	NC_042138.1	94.646791	97.575674
NC_055713.1	NC_025829.1	84.396046	97.716447
NC_055714.1	NC_042035.1	97.941397	95.718881
NC_055715.1	NC_028686.1	95.694888	95.386884
NC_055716.1	NC_019909.1	92.879665	92.779130
NC_055717.1	NC_028799.1	44.707703	70.635747
NC_055718.1	NC_024794.1	97.090636	96.468268
NC_055719.1	NC_055744.1	87.163593	100.000000
NC_055720.1	NC_055721.1	34.809123	69.235641
NC_055721.1	NC_041996.1	83.795893	79.591742
NC_055722.1	NC_070910.1	95.107510	86.172017
NC_055723.1	NC_055724.1	95.936745	95.471827
NC_055724.1	NC_041919.1	98.573549	96.957079
NC_055725.1	NC_038375.1	0.261665	71.875000
NC_055726.1	NC_023561.1	96.953627	93.907396
NC_055727.1	NC_028762.1	94.771486	97.258190
NC_055728.1	NC_041996.1	97.008988	97.084419
NC_055729.1	NC_070920.1	1.615672	65.499581
NC_055730.1	NC_022068.1	100.000000	98.354132
NC_055731.1	NC_055788.1	97.077533	95.738712
NC_055732.1	NC_055806.1	97.942673	95.596590
NC_055733.1	NC_005260.1	92.112737	85.711167
NC_055734.1	NC_024124.2	96.888579	96.616831
NC_055735.1	NC_055736.1	93.217863	98.962826
NC_055736.1	NC_055735.1	91.574851	98.970652
NC_055737.1	NC_028762.1	85.363035	83.234302
NC_055738.1	NC_055769.1	91.181305	93.733903
NC_055739.1	NC_023561.1	94.638905	92.880850
NC_055740.1	NC_010105.1	95.729809	93.892385
NC_055741.1	NC_019503.1	98.634754	96.159441
NC_055742.1	NC_014260.1	96.369627	96.275329
NC_055743.1	NC_055728.1	47.753934	70.130626
NC_055744.1	NC_055719.1	99.999342	100.000000
NC_055745.1	NC_055792.1	70.793821	93.333441
NC_055746.1	NC_014635.1	94.983726	95.725145
NC_055747.1	NC_014635.1	95.848488	96.517348
NC_055748.1	NC_028686.1	97.155240	96.415397
NC_055749.1	NC_025437.1	97.520377	95.794177
NC_055750.1	NC_028801.1	97.883598	98.491923
NC_055751.1	NC_055797.1	92.334952	95.750810
NC_055752.1	NC_055799.1	96.160327	95.655385
NC_055753.1	NC_055779.1	93.632481	97.855535
NC_055754.1	NC_030943.1	72.549542	94.719803
NC_055755.1	NC_055771.1	96.544476	97.681809
NC_055756.1	NC_055887.1	58.595026	71.704401
NC_055757.1	NC_005066.1	95.823695	95.940043
NC_055758.1	NC_055806.1	69.049216	76.224021
NC_055759.1	NC_022057.1	96.270197	96.919503
NC_055760.1	NC_062776.1	34.749889	70.135846
NC_055761.1	NC_031922.1	86.536023	87.973501
NC_055762.1	NC_031239.1	88.859242	94.323787
NC_055763.1	NC_055821.1	97.428927	94.565729
NC_055764.1	NC_055732.1	95.700649	94.490333
NC_055765.1	NC_055816.1	91.320279	96.160605
NC_055766.1	NC_055771.1	95.862659	97.893879
NC_055767.1	NC_055771.1	97.315713	97.041739
NC_055768.1	NC_028686.1	96.446535	93.880171
NC_055769.1	NC_016435.1	93.496288	91.659389
NC_055770.1	NC_055788.1	93.111940	94.301932
NC_055771.1	NC_055767.1	96.676932	97.044951
NC_055772.1	NC_042085.1	96.824329	96.094863
NC_055773.1	NC_042045.1	94.175189	95.431336
NC_055774.1	NC_055819.1	95.736006	94.972763
NC_055775.1	NC_055753.1	89.721997	96.367111
NC_055776.1	NC_055856.1	90.261367	95.525580
NC_055777.1	NC_055803.1	92.049955	96.392207
NC_055778.1	NC_055776.1	92.420057	95.451033
NC_055779.1	NC_031239.1	96.005559	97.106846
NC_055780.1	NC_055831.1	97.699233	95.764635
NC_055781.1	NC_029091.1	97.342717	96.449891
NC_055782.1	NC_014260.1	93.468664	94.682946
NC_055783.1	NC_028847.1	91.611273	93.614565
NC_055784.1	NC_020868.1	8.379552	68.168152
NC_055785.1	NC_055751.1	84.095214	94.012318
NC_055786.1	NC_042313.1	97.369791	96.940439
NC_055787.1	NC_028923.1	98.153920	99.863125
NC_055788.1	NC_055770.1	94.533121	94.297926
NC_055789.1	NC_055763.1	95.749640	94.601810
NC_055790.1	NC_042313.1	94.071848	96.034603
NC_055791.1	NC_042011.1	95.340317	95.225876
NC_055792.1	NC_030943.1	75.328694	91.055406
NC_055792.1	NC_055865.1	75.328694	91.055406
NC_055793.1	NC_003278.1	89.437795	96.979639
NC_055794.1	NC_055913.1	95.856767	97.005021
NC_055795.1	NC_055843.1	94.020587	98.083244
NC_055796.1	NC_055798.1	94.602523	94.555312
NC_055797.1	NC_055751.1	91.136539	95.757193
NC_055798.1	NC_055796.1	95.260017	94.546676
NC_055799.1	NC_030913.1	96.745055	96.167637
NC_055800.1	NC_055794.1	95.827852	98.621547
NC_055801.1	NC_055913.1	92.613552	95.358551
NC_055802.1	NC_009875.1	99.977153	84.624356
NC_055803.1	NC_055859.1	91.294613	97.001603
NC_055804.1	NC_055785.1	74.988424	88.977421
NC_055805.1	NC_055796.1	92.249924	95.294015
NC_055806.1	NC_055732.1	96.303725	95.602922
NC_055807.1	NC_042085.1	94.949766	96.201364
NC_055808.1	NC_055864.1	92.382501	95.504492
NC_055809.1	NC_029098.1	97.531152	95.316067
NC_055810.1	NC_055795.1	91.634592	96.978488
NC_055811.1	NC_055912.1	76.981481	90.090880
NC_055812.1	NC_012027.1	96.574955	97.946553
NC_055813.1	NC_042009.1	95.487450	96.592474
NC_055814.1	NC_016565.1	99.136130	88.814199
NC_055815.1	NC_055707.1	76.341162	96.174211
NC_055816.1	NC_055765.1	90.910325	96.179312
NC_055817.1	NC_055858.1	93.134601	88.440074
NC_055818.1	NC_055778.1	89.824892	95.014548
NC_055819.1	NC_055774.1	92.772637	94.951312
NC_055820.1	NC_055821.1	95.378037	93.453700
NC_055821.1	NC_055820.1	97.555398	93.455222
NC_055822.1	NC_042011.1	89.309490	80.116506
NC_055823.1	NC_023581.1	14.699728	68.295275
NC_055824.1	NC_028799.1	12.043962	67.829688
NC_055825.1	NC_051691.1	98.608435	98.592137
NC_055826.1	NC_028676.1	1.909785	66.549068
NC_055827.1	NC_055790.1	97.302304	97.259473
NC_055828.1	NC_055870.1	92.374503	89.686128
NC_055829.1	NC_055849.1	95.949491	97.638022
NC_055830.1	NC_055849.1	94.974318	97.973773
NC_055831.1	NC_054911.1	98.514819	95.355241
NC_055832.1	NC_055884.1	64.565702	74.610857
NC_055833.1	NC_055834.1	97.633917	90.567686
NC_055834.1	NC_055833.1	97.895070	90.594079
NC_055835.1	NC_055836.1	95.004803	95.889836
NC_055836.1	NC_055838.1	97.060291	96.439717
NC_055837.1	NC_055838.1	89.821756	96.455750
NC_055838.1	NC_055836.1	97.531455	96.439720
NC_055839.1	NC_053013.1	10.892449	68.591865
NC_055840.1	NC_070857.1	21.007992	68.310761
NC_055841.1	NC_025429.1	15.191331	67.137429
NC_055842.1	NC_042008.1	87.460586	82.685231
NC_055843.1	NC_055795.1	95.747520	98.078699
NC_055844.1	NC_055846.1	92.398378	97.279461
NC_055845.1	NC_049390.1	84.698169	95.725061
NC_055846.1	NC_055844.1	94.491253	97.283397
NC_055847.1	NC_042095.1	89.265330	95.050200
NC_055848.1	NC_055849.1	95.973250	97.455811
NC_055849.1	NC_055850.1	96.479401	97.797065
NC_055850.1	NC_055849.1	95.609473	97.837278
NC_055851.1	NC_055794.1	96.728049	97.161546
NC_055852.1	NC_062741.1	95.456387	98.503577
NC_055853.1	NC_055854.1	95.279551	98.138356
NC_055854.1	NC_055852.1	95.199987	99.025338
NC_055855.1	NC_062743.1	93.731062	98.901192
NC_055856.1	NC_055776.1	90.506042	95.501173
NC_055857.1	NC_055799.1	91.591649	93.739864
NC_055858.1	NC_028849.1	92.145544	90.098279
NC_055859.1	NC_055864.1	93.505414	95.924251
NC_055860.1	NC_042035.1	97.321609	96.363385
NC_055861.1	NC_031052.1	93.819820	94.281116
NC_055862.1	NC_022747.1	44.032663	67.339652
NC_055863.1	NC_047752.1	74.835691	90.432875
NC_055864.1	NC_055859.1	93.752706	95.919706
NC_055865.1	NC_030943.1	100.000000	99.998032
NC_055866.1	NC_049934.1	98.213996	89.208857
NC_055867.1	NC_055805.1	55.876845	75.540578
NC_055868.1	NC_062765.1	89.534131	88.507878
NC_055869.1	NC_055873.1	89.139719	96.082995
NC_055870.1	NC_062769.1	95.423673	91.864091
NC_055871.1	NC_055881.1	58.046271	84.822952
NC_055872.1	NC_062772.1	17.788337	67.799686
NC_055873.1	NC_055869.1	87.790593	96.081298
NC_055874.1	NC_062764.1	93.508304	87.689283
NC_055875.1	NC_062772.1	71.498725	73.918975
NC_055876.1	NC_055879.1	85.602668	90.934783
NC_055877.1	NC_055887.1	33.645919	69.512790
NC_055878.1	NC_055880.1	6.856472	71.030877
NC_055879.1	NC_055876.1	89.204843	90.934479
NC_055880.1	NC_062775.1	17.823184	68.301720
NC_055881.1	NC_049977.1	74.071612	86.986469
NC_055882.1	NC_049978.1	44.314517	78.444942
NC_055883.1	NC_062773.1	57.628051	90.905581
NC_055884.1	NC_062768.1	86.519776	97.138368
NC_055885.1	NC_055881.1	42.702049	70.860050
NC_055886.1	NC_062780.1	32.031362	68.336240
NC_055887.1	NC_055756.1	57.217045	71.684233
NC_055888.1	NC_067216.1	71.805334	79.349958
NC_055889.1	NC_055898.1	72.664182	85.240039
NC_055890.1	NC_055888.1	68.825162	82.477498
NC_055891.1	NC_067216.1	94.702489	87.649084
NC_055892.1	NC_067214.1	93.336560	95.907985
NC_055893.1	NC_067213.1	48.094321	74.851564
NC_055894.1	NC_067210.1	86.876681	95.298678
NC_055895.1	NC_055899.1	70.833654	96.723682
NC_055896.1	NC_067214.1	92.405410	94.722149
NC_055897.1	NC_055900.1	70.657525	95.394768
NC_055898.1	NC_067212.1	75.091139	93.748192
NC_055899.1	NC_067215.1	73.291179	97.693201
NC_055900.1	NC_067218.1	79.720679	78.830519
NC_055901.1	NC_055902.1	44.038555	73.998639
NC_055902.1	NC_055901.1	43.066886	74.014597
NC_055903.1	NC_055904.1	68.381526	98.401870
NC_055904.1	NC_055903.1	68.989437	98.397387
NC_055905.1	NC_049962.1	95.484495	94.471232
NC_055906.1	NC_007046.1	99.885525	92.386667
NC_055907.1	NC_055833.1	57.079292	71.916383
NC_055908.1	NC_055905.1	62.138169	73.102080
NC_055909.1	NC_011054.1	86.665565	92.929511
NC_055910.1	NC_041913.1	92.334192	89.516733
NC_055911.1	NC_070912.1	87.208100	98.361500
NC_055912.1	NC_031118.1	100.000000	99.982000
NC_055913.1	NC_055794.1	96.061492	96.934806
NC_055914.1	NC_049962.1	95.786314	92.572889
NC_055915.1	NC_021806.1	1.415747	66.172664
NC_055916.1	NC_048159.1	99.988274	88.413000
NC_055917.2	NC_049972.1	100.000000	85.381396
NC_055918.1	NC_014461.1	95.891109	98.193771
NC_055919.1	NC_068555.1	90.105329	94.424888
NC_055920.1	NC_030913.1	94.795915	97.531496
NC_055921.1	NC_021772.1	83.961425	74.803856
NC_055922.1	NC_031285.1	56.950371	67.465666
NC_055939.1	NC_076497.1	96.312810	72.559223
NC_055940.1	NC_078289.1	98.074609	99.448000
NC_055941.1	NC_077036.1	59.880546	71.477289
NC_055942.1	NC_078468.1	98.629466	79.653000
NC_055953.1	NC_005831.2	55.675843	68.738640
NC_055956.1	NC_048162.1	95.920935	94.963821
NC_056724.1	NC_002796.1	100.000000	100.000000
NC_059681.1	NC_001653.2	97.673031	89.260000
NC_059682.1	NC_076107.1	97.387173	79.032000
NC_060089.1	NC_055471.1	75.047911	75.235601
NC_060090.1	NC_008305.1	74.209524	72.949393
NC_060091.1	NC_014067.1	82.618862	71.613213
NC_060092.1	NC_060093.1	93.913368	82.016088
NC_060093.1	NC_060094.1	100.000000	82.057000
NC_060094.1	NC_060093.1	100.000000	82.057000
NC_060095.1	NC_015047.1	74.425059	72.272316
NC_060096.1	NC_010950.1	83.205815	77.635232
NC_060097.1	NC_031459.1	100.000000	79.046306
NC_060098.1	NC_022003.1	100.000000	84.705000
NC_060099.1	NC_055158.1	95.707657	76.908646
NC_060100.1	NC_037611.1	81.035149	73.983268
NC_060101.1	NC_038234.1	81.684844	80.211000
NC_060102.1	NC_008056.1	98.333333	90.866000
NC_060103.1	NC_060091.1	82.762601	81.539385
NC_060104.1	NC_003505.1	75.492514	75.616401
NC_060131.1	NC_060132.1	91.010777	96.779505
NC_060132.1	NC_060131.1	90.997195	96.773525
NC_060133.1	NC_060131.1	88.494032	82.347731
NC_060134.1	NC_060136.1	85.144975	83.114742
NC_060135.1	NC_060136.1	99.412291	96.869486
NC_060136.1	NC_060135.1	98.588576	96.867764
NC_060137.1	NC_060136.1	97.264767	96.116173
NC_061418.1	NC_061421.1	80.548150	74.328875
NC_061421.1	NC_061418.1	77.940822	74.322885
NC_061432.1	NC_011613.1	78.731473	98.907705
NC_061433.1	NC_061435.1	95.525988	95.152939
NC_061434.1	NC_020202.1	95.903920	95.311940
NC_061435.1	NC_005178.1	96.419133	97.510750
NC_061436.1	NC_061438.1	94.427591	94.443685
NC_061437.1	NC_061438.1	94.636761	95.782091
NC_061438.1	NC_061436.1	94.876250	94.443718
NC_061439.1	NC_011611.1	93.751519	94.295071
NC_061440.1	NC_061441.1	97.200787	96.465324
NC_061441.1	NC_061440.1	96.618548	96.455615
NC_061442.1	NC_061443.1	95.900565	86.576362
NC_061443.1	NC_061441.1	94.659474	84.046048
NC_061444.1	NC_061445.1	93.232565	86.906661
NC_061445.1	NC_061444.1	93.161266	86.910286
NC_061446.1	NC_048054.1	91.015933	83.343050
NC_061447.1	NC_048054.1	96.400962	92.766540
NC_061448.1	NC_061449.1	92.520389	90.254162
NC_061449.1	NC_061448.1	93.572955	90.256159
NC_061450.1	NC_047815.1	68.566712	71.541489
NC_061451.1	NC_061441.1	69.944849	73.844868
NC_062581.1	NC_070882.1	24.014283	68.109622
NC_062582.1	NC_010821.1	30.292376	68.761870
NC_062734.1	NC_026923.1	100.000000	99.852000
NC_062735.1	NC_031900.1	85.696216	92.418686
NC_062736.1	NC_026928.1	100.000000	99.899787
NC_062737.1	NC_043028.1	61.873669	87.065547
NC_062738.1	NC_003050.2	0.886100	73.874000
NC_062738.1	NC_031907.1	0.886100	73.874000
NC_062739.1	NC_021329.1	29.491053	70.683648
NC_062740.1	NC_003345.2	95.932395	85.775204
NC_062741.1	NC_055852.1	95.794830	98.618669
NC_062742.1	NC_052654.1	97.009782	97.027811
NC_062743.1	NC_055852.1	92.828594	97.713793
NC_062744.1	NC_021796.1	97.374587	94.110428
NC_062745.1	NC_062746.1	72.504556	95.211287
NC_062746.1	NC_062745.1	77.770704	95.211439
NC_062747.1	NC_062746.1	1.963645	68.144814
NC_062748.1	NC_021799.1	3.458020	73.183539
NC_062749.1	NC_021792.1	5.996622	77.286092
NC_062750.1	NC_062745.1	3.425041	90.824152
NC_062751.1	NC_062752.1	96.856329	97.232196
NC_062752.1	NC_062751.1	97.140188	97.239367
NC_062753.1	NC_021799.1	46.078486	90.542240
NC_062754.1	NC_023614.1	0.973543	67.971000
NC_062755.1	NC_062763.1	88.496635	92.390685
NC_062756.1	NC_021328.1	0.369662	72.458179
NC_062757.1	NC_062739.1	0.572199	70.370000
NC_062758.1	NC_062763.1	94.123165	90.455262
NC_062759.1	NC_062760.1	8.190977	69.206447
NC_062760.1	NC_062759.1	8.942802	69.206490
NC_062761.1	NC_021471.1	4.975900	71.940409
NC_062762.1	NC_021329.1	43.501899	73.593826
NC_062763.1	NC_062758.1	96.008300	90.467981
NC_062764.1	NC_055874.1	92.098910	87.701933
NC_062765.1	NC_055868.1	88.836214	88.442702
NC_062766.1	NC_055879.1	79.760627	76.735688
NC_062767.1	NC_055869.1	71.182815	93.956325
NC_062768.1	NC_055884.1	85.689934	97.120805
NC_062769.1	NC_055870.1	92.766363	91.876470
NC_062770.1	NC_062771.1	37.365485	69.454674
NC_062771.1	NC_067194.1	96.740850	90.876810
NC_062772.1	NC_055875.1	71.481585	73.906444
NC_062773.1	NC_055883.1	60.458082	90.897517
NC_062774.1	NC_055828.1	71.571522	72.455496
NC_062775.1	NC_055881.1	36.006656	71.413657
NC_062776.1	NC_062778.1	42.306818	69.238989
NC_062777.1	NC_062779.1	89.820486	84.951559
NC_062778.1	NC_062764.1	51.263711	69.893463
NC_062779.1	NC_062777.1	88.514324	84.966942
NC_062780.1	NC_055886.1	28.859680	68.334057
NC_063268.1	NC_043054.1	92.005693	87.027165
NC_063383.1	NC_003663.2	99.505094	94.182859
NC_066642.1	NC_003663.2	99.604013	94.806146
NC_067194.1	NC_062771.1	98.352650	90.839910
NC_067209.1	NC_055901.1	22.837897	72.591241
NC_067210.1	NC_055894.1	87.406597	95.299960
NC_067211.1	NC_067214.1	63.166418	75.822255
NC_067212.1	NC_055898.1	74.724453	93.770049
NC_067213.1	NC_055889.1	71.231089	93.257013
NC_067214.1	NC_055892.1	90.867777	95.876918
NC_067215.1	NC_055899.1	71.585723	97.692627
NC_067216.1	NC_055891.1	90.618795	87.647558
NC_067217.1	NC_055894.1	69.227069	95.098471
NC_067218.1	NC_055900.1	79.695871	78.864644
NC_067270.1	NC_023733.1	93.818494	97.971380
NC_068555.1	NC_055919.1	90.379753	94.430366
NC_069146.1	NC_069149.1	85.072949	87.797111
NC_069147.1	NC_069149.1	92.788987	94.219643
NC_069148.1	NC_069151.1	93.077201	95.569122
NC_069149.1	NC_069148.1	91.903116	95.049078
NC_069150.1	NC_069148.1	92.721129	94.799618
NC_069151.1	NC_069148.1	94.203040	95.568729
NC_069152.1	NC_069153.1	81.793785	89.179811
NC_069153.1	NC_069152.1	84.128972	89.175770
NC_069154.1	NC_069155.1	57.203890	70.771603
NC_069155.1	NC_069156.1	87.102691	89.414228
NC_069156.1	NC_069155.1	87.144040	89.420888
NC_069740.1	NC_069741.1	74.357028	71.753999
NC_069741.1	NC_069743.1	99.988390	88.998162
NC_069742.1	NC_069744.1	93.772238	96.422520
NC_069743.1	NC_069741.1	99.988410	88.994396
NC_069744.1	NC_028879.1	100.000000	95.799077
NC_069745.1	NC_028879.1	96.441118	93.809566
NC_069746.1	NC_072810.1	95.952826	92.817966
NC_069747.1	NC_069750.1	93.608021	96.885931
NC_069748.1	NC_017864.1	96.119958	96.467725
NC_069749.1	NC_017864.1	97.394107	96.308596
NC_069750.1	NC_069751.1	98.323527	95.411364
NC_069751.1	NC_069750.1	98.230233	95.410116
NC_069752.1	NC_007806.1	99.925455	98.778454
NC_069753.1	NC_029019.1	99.971809	98.165764
NC_069754.1	NC_017864.1	98.536459	98.457739
NC_069755.1	NC_024381.1	99.979222	98.277144
NC_070622.1	NC_070623.1	95.527405	90.141117
NC_070623.1	NC_070622.1	97.237453	90.143757
NC_070624.1	NC_070625.1	84.287752	82.562632
NC_070625.1	NC_004166.2	88.533976	92.501849
NC_070650.1	NC_070950.1	1.119112	66.572627
NC_070651.1	NC_070705.1	96.132165	94.388804
NC_070652.1	NC_070701.1	90.893426	88.792204
NC_070653.1	NC_070710.1	93.842049	93.343783
NC_070654.1	NC_070655.1	94.537511	96.040179
NC_070655.1	NC_070654.1	94.610176	96.155865
NC_070656.1	NC_070657.1	93.377307	95.086455
NC_070657.1	NC_070656.1	97.383656	95.090942
NC_070658.1	NC_070691.1	93.588530	93.667915
NC_070659.1	NC_070657.1	94.642518	97.780350
NC_070660.1	NC_070725.1	94.321966	91.425619
NC_070661.1	NC_070666.1	82.443357	85.490677
NC_070662.1	NC_070663.1	97.011380	96.417869
NC_070663.1	NC_070662.1	95.260132	96.415883
NC_070664.1	NC_070686.1	85.820616	88.467738
NC_070665.1	NC_070657.1	97.997380	96.797280
NC_070666.1	NC_070715.1	92.232905	89.916244
NC_070667.1	NC_070668.1	74.155980	88.504142
NC_070668.1	NC_070684.1	89.224335	88.377397
NC_070669.1	NC_070713.1	92.368599	97.344368
NC_070670.1	NC_002072.2	89.057904	97.107733
NC_070671.1	NC_070660.1	92.930141	92.369202
NC_070672.1	NC_070725.1	79.868158	85.760199
NC_070673.1	NC_070656.1	80.754352	88.478494
NC_070674.1	NC_070669.1	89.916885	89.390195
NC_070675.1	NC_070686.1	90.419117	90.690171
NC_070676.1	NC_070674.1	87.567688	84.088401
NC_070677.1	NC_000871.1	97.996298	96.621948
NC_070678.1	NC_070676.1	88.851808	93.856150
