fragment	sample	count	start	alignment
k141_80	SRR24415953	1463	261	19S33M49S
k141_102	SRR24414150	63	429	53S48M
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	134	264	6S27M17S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	28	264	1S27M22S
k141_80	MAX86740-1RL-UDB-174-S200035510-L1-NA	25	264	5S27M18S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	89	264	22S27M1S
k141_80	SRR24415953	1015	261	34S33M34S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	17	264	22S27M1S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	9	264	19S27M4S
k141_80	SRR24415953	319	261	73S28M
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	57	264	13S27M10S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	62	264	22S27M1S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	72	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	136	264	12S27M11S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	299	264	12S27M11S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	37	264	21S27M2S
k141_267	NY22JS020242-2D-1L-UDB-142-S250028473-L1-NA	1	2137	40M10S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	110	264	15S27M8S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	54	264	5S27M18S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	311	264	12S27M11S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	18	264	24S26M
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	35	264	22S27M1S
k141_79	SRR22831219	4	469	2S45M53S
k141_80	SRR24415953	916	261	36S33M32S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	40	264	1S27M22S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	21	264	24S26M
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	38	264	24S26M
k141_80	SRR24415953	1295	261	46S33M22S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	255	264	27M23S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	60	264	24S26M
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	56	264	3S27M20S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	79	264	22S27M1S
k141_102	SRR24414150	25	143	1S32M1D4M1I62M1S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	49	264	27M23S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	181	264	5S27M18S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	55	264	12S27M11S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	1	264	13S27M10S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	211	264	6S27M17S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	21	264	13S27M10S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	60	264	27M23S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	26	261	16S26M8S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	335	264	27M23S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	40	264	15S27M8S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	23	264	13S27M10S
k141_80	SRR24415953	909	261	46S33M22S
k141_80	SRR24415953	819	261	55S33M13S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	67	261	23S26M1S
k141_80	SRR24415953	423	261	11S33M57S
k141_80	SRR24415953	533	261	40S33M28S
k141_80	SRR24415953	216	261	24S33M44S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	77	264	15S27M8S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	432	264	3S27M20S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	121	264	27M23S
k141_49	21JS832946-1DL-DH-UDB-161-S200027685-L1-NA	1	100	50M
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	57	264	1S27M22S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	154	264	12S27M11S
k141_80	SRR24415953	1617	263	31M70S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	84	264	23S27M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	150	264	23S27M
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	226	264	27M23S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	182	264	22S27M1S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	41	264	15S27M8S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	65	264	12S27M11S
k141_80	SRR24415953	723	261	48S33M20S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	109	264	23S27M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	79	264	24S26M
k141_80	SRR24415953	89	261	4S33M64S
k141_80	SRR24415953	1513	261	52S33M16S
k141_80	SRR24415953	198	261	24S33M44S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	36	264	19S27M4S
k141_80	SRR24415953	1176	261	10S33M58S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	62	264	22S27M1S
k141_80	SRR24415953	855	261	27S33M41S
k141_80	SRR24415953	915	261	6S33M62S
k141_102	MAX74167-1RL-UDB-159-S200035218-L1-NA	2	453	14S29M7S
k141_80	SRR24415953	768	261	34S33M34S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	59	261	24S26M
k141_267	ZZMAX101220-AD-DH-1D-1L-UDB-148-S250007183-L1-NA	1	2134	2S43M5S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	14	264	22S27M1S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	269	264	9S27M14S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	139	264	5S27M18S
k141_80	21JS942048-1RL-UDB-173-S200039023-L1-NA	83	264	20S27M3S
k141_80	SRR24415953	1208	261	19S33M49S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	12	264	23S27M
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	65	264	23S27M
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	226	264	22S27M1S
k141_80	MAX75382-1RL-UDB-158-S200033165-L1-NA	25	264	3S27M20S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	129	264	5S27M18S
k141_80	SRR24415953	419	261	24S33M44S
k141_80	SRR24415953	1667	265	29M72S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	57	264	11S27M12S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	43	264	13S27M10S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	7	264	19S27M4S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	58	264	27M23S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	68	264	5S27M18S
k141_80	MAX75555-1RL-UDB-154-S200032956-L1-NA	20	264	15S27M8S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	29	261	18S26M6S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	457	264	12S27M11S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	33	264	22S27M1S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	17	264	23S27M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	43	264	24S26M
k141_80	SRR24415953	525	261	53S33M15S
k141_80	SRR24415953	153	261	4S33M64S
k141_102	SRR24414150	12	143	1S32M1D4M1I62M1S
k141_80	SRR24415953	1357	261	1S33M67S
k141_80	SRR24415953	538	261	16S33M52S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	86	264	12S27M11S
k141_80	SRR24415953	1165	261	68S33M
k141_80	SRR24415953	807	261	55S33M13S
k141_99	ZZ22JS000484-AD-DH-1D-1L-UDB-108-S250007173-L1-NA	1	1317	34M16S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	28	264	22S27M1S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	29	264	24S26M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	393	264	3S27M20S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	16	261	18S26M6S
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	2	264	22S27M1S
k141_80	MAX74826-1RL-UDB-127-S200033143-L1-NA	10	264	27M23S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	75	264	22S27M1S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	53	264	13S27M10S
k141_80	SRR24415953	623	261	47S33M21S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	456	264	3S27M20S
k141_80	SRR24415953	811	261	34S33M34S
k141_80	SRR24415953	1473	261	10S33M58S
k141_80	MAX75585-1RL-UDB-181-S200036546-L1-NA	23	264	1S27M22S
k141_80	SRR24415953	361	261	30S33M38S
k141_102	SRR24414150	10	143	1S32M1D4M1I62M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	338	264	20S27M3S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	20	264	13S27M10S
k141_80	SRR24415953	706	261	18S33M50S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	69	264	7S27M16S
k141_80	SRR24415953	860	261	48S33M20S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	128	264	15S27M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	98	264	5S27M18S
k141_80	SRR24415953	979	261	53S33M15S
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	13	264	4S27M19S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	26	264	12S27M11S
k141_80	SRR24415953	1655	265	29M72S
k141_80	SRR24415953	1274	261	6S33M62S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	40	264	12S27M11S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	237	264	6S27M17S
k141_80	SRR24415953	1206	261	7S33M61S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	50	264	22S27M1S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	25	264	13S27M10S
k141_80	ZZMBX124549-1R-1L-UDB-105-S250026228-L1-NA	5	262	29M21S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	20	264	22S27M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	210	264	6S27M17S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	72	264	23S27M
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	78	264	27M23S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	113	264	23S27M
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	55	264	19S27M4S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	67	264	7S27M16S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	92	264	27M23S
k141_80	SRR24415953	376	261	43S33M25S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	44	264	27M23S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	145	264	5S27M18S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	11	264	24S26M
k141_80	SRR24415953	488	261	11S33M57S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	57	264	5S27M18S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	71	264	5S27M18S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	308	264	5S27M18S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	28	264	13S27M10S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	118	264	9S27M14S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	43	264	22S27M1S
k141_80	SRR24415953	1387	261	55S33M13S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	12	264	22S27M1S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	69	264	5S27M18S
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	16	261	17S26M7S
k141_80	SRR24415953	169	261	63S33M5S
k141_80	SRR24415953	1361	261	55S33M13S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	47	264	12S27M11S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	36	264	12S27M11S
k141_80	SRR24415953	1452	261	47S33M21S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	24	264	22S27M1S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	8	264	13S27M10S
k141_80	SRR24415953	1030	261	8S33M60S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	342	264	12S27M11S
k141_80	ZZMAX56354-1R-1L-UDB-128-S250011308-L1-NA	25	264	15S27M8S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	81	264	1S27M22S
k141_80	SRR24415953	1192	261	68S33M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	98	264	13S27M10S
k141_80	SRR24415953	1214	261	66S33M2S
k141_79	SRR24415951	8	101	71M30S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	116	264	3S27M20S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	12	264	12S27M11S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	122	264	27M23S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	108	264	2S27M21S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	112	264	22S27M1S
k141_80	SRR24415953	1478	261	29S33M39S
k141_80	SRR24415953	415	261	22S33M46S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	150	264	6S27M17S
k141_80	SRR24415953	1477	261	6S33M62S
k141_102	SRR24442882	3	9	101M
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	109	264	24S26M
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	41	264	13S27M10S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	199	264	9S27M14S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	384	264	5S27M18S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	67	264	15S27M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	114	264	15S27M8S
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	18	264	24S26M
k141_80	SRR24415953	1603	262	32M69S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	21	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	282	264	3S27M20S
k141_80	SRR24415953	395	261	24S33M44S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	10	264	1S27M22S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	54	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	33	264	13S27M10S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	327	264	5S27M18S
k141_80	MAX70211-1RL-UDB-167-S200028717-L1-NA	1	264	20S27M3S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	1	264	22S27M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	331	264	1S27M22S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	273	264	12S27M11S
k141_80	SRR24415953	1370	261	28S33M40S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	14	264	21S27M2S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	9	264	24S26M
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	23	264	22S27M1S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	15	264	22S27M1S
k141_80	SRR24415953	685	261	50S33M18S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	163	264	5S27M18S
k141_80	MAX73665-1RL-UDB-178-S200028686-L1-NA	44	264	12S27M11S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	103	264	13S27M10S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	165	264	10S27M13S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	337	264	5S27M18S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	45	264	22S27M1S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	77	264	27M23S
k141_80	SRR24415953	401	261	16S33M52S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	64	264	12S27M11S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	1	264	23S27M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	42	264	13S27M10S
k141_80	SRR24415953	1600	262	32M69S
k141_80	SRR24415953	569	261	34S33M34S
k141_80	MAX70409-1RL-UDB-159_PART1-S200029022-L1-NA	5	261	23S26M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	320	264	20S27M3S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	67	264	2S27M21S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	29	264	13S27M10S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	241	264	3S27M20S
k141_80	MAX85618-1RL-UDB-174-S200039023-L1-NA	51	264	21S27M2S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	209	264	5S27M18S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	212	264	24S26M
k141_80	SRR24415953	66	261	30S33M38S
k141_80	SRR24415953	1152	261	46S33M22S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	134	264	15S27M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	126	264	27M23S
k141_80	SRR24415953	1254	261	68S33M
k141_99	SRR22831173	20	1126	29S43M28S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	304	264	23S27M
k141_80	MAX63544-1RL-UDB-190-S200028715-L1-NA	13	264	22S27M1S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	352	264	12S27M11S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	125	264	3S27M20S
k141_80	MAX70211-1RL-UDB-167-S200028717-L1-NA	15	264	27M23S
k141_80	MAX70400-1RL-UDB-182-S200032742-L1-NA	175	264	12S27M11S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	153	264	16S27M7S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	152	264	3S27M20S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	43	264	22S27M1S
k141_80	SRR24415953	545	261	55S33M13S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	28	264	23S27M
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	15	264	22S27M1S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	57	264	13S27M10S
k141_80	SRR24415953	85	261	43S33M25S
k141_80	SRR24415953	1005	261	41S33M27S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	38	264	15S27M8S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	77	264	27M23S
k141_80	SRR24415953	801	261	51S33M17S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	206	264	3S27M20S
k141_80	SRR24415953	192	261	29S33M39S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	96	264	22S27M1S
k141_80	SRR24415953	1268	261	34S33M34S
k141_80	SRR24415953	81	261	24S33M44S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	62	264	1S27M22S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	36	264	1S27M22S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	256	264	12S27M11S
k141_80	ZZMAX56354-1R-1L-UDB-128-S250011308-L1-NA	8	264	15S27M8S
k141_80	MAX70560-1RL-UDB-159-S200028684-L1-NA	21	264	23S27M
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	148	264	9S27M14S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	229	264	22S27M1S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	5	261	16S31M3S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	10	264	24S26M
k141_80	SRR24415953	657	261	47S33M21S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	270	264	5S27M18S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	55	264	23S27M
k141_80	SRR24415953	348	261	24S33M44S
k141_80	MAX74515-1RL-UDB-111-S200033138-L1-NA	70	264	3S27M20S
k141_80	SRR24415953	551	261	20S33M48S
k141_80	SRR24415953	589	261	11S33M57S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	98	264	22S27M1S
k141_80	SRR24415953	1036	261	34S33M34S
k141_80	SRR24415953	953	261	55S33M13S
k141_80	SRR24415953	891	261	55S33M13S
k141_80	MAX75185-1RL-UDB-159-S200033165-L1-NA	41	264	22S27M1S
k141_80	SRR24415953	985	261	30S33M38S
k141_80	ZZMAX120264-1R-1L-UDB-176-S250026347-L1-NA	24	261	17S26M7S
k141_80	MAX72520-1RL-UDB-172-S200027793-L1-NA	9	264	20S27M3S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	86	264	27M23S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	68	263	19S30M1S
k141_80	SRR24415953	466	261	30S33M38S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	314	264	3S27M20S
k141_80	SRR24415953	924	261	34S33M34S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	118	264	24S26M
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	117	264	27M23S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	328	264	27M23S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	3	261	16S26M8S
k141_80	SRR24415953	842	261	30S33M38S
k141_80	SRR24415953	255	261	24S33M44S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	19	264	1S27M22S
k141_80	21JS942033-1RL-UDB-148-S250000406-L1-NA	141	264	23S27M
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	10	264	22S27M1S
k141_80	SRR24415953	491	261	43S33M25S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	110	264	27M23S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	1	261	23S26M1S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	267	264	6S27M17S
k141_80	SRR24415953	131	261	11S33M57S
k141_80	SRR24415953	133	261	24S33M44S
k141_80	SRR24415953	1367	261	10S33M58S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	179	264	13S27M10S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	109	264	22S27M1S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	21	264	1S27M22S
k141_80	SRR24415953	1107	261	8S33M60S
k141_102	SRR24414150	33	143	1S32M1D4M1I62M1S
k141_80	SRR24415953	1365	261	46S33M22S
k141_80	MAX84770-1RL-UDB-121-S200038095-L1-NA	9	261	17S26M7S
k141_80	SRR24415953	1346	261	6S33M62S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	10	264	21S27M2S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	146	264	22S27M1S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	2	261	18S26M6S
k141_80	SRR24415953	1183	261	46S33M22S
k141_80	MAX67270-1RL-UDB-120-S200032962-L1-NA	1	261	14S26M10S
k141_80	MAX67345-1RL-UDB-140-S200028062-L1-NA	26	264	5S27M18S
k141_80	MAX7607201-1RL-UDB-128-S200033143-L1-NA	54	264	20S27M3S
k141_80	MAX89963-1RL-UDB-158-S200042777-L1-NA	8	261	22S26M2S
k141_80	SRR24415953	904	261	38S33M30S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	217	264	21S27M2S
k141_80	MAX74858-1RL-UDB-109-S200032951-L1-NA	21	264	13S27M10S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	38	264	1S27M22S
k141_80	MAX74844-1RL-UDB-112-S200032745-L1-NA	26	264	1S27M22S
k141_80	SRR24415953	1124	261	47S33M21S
k141_80	MAX70000-1RL-UDB-109-S200032949-L1-NA	16	264	22S27M1S
k141_80	SRR24415953	1374	261	53S33M15S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	75	264	5S27M18S
k141_80	ZZ21JS942841-1R-1L-UDB-156-S200042786-L1-NA	9	261	22S26M2S
k141_80	MAX74776-1RL-UDB-110-S200032951-L1-NA	14	264	4S27M19S
k141_99	SRR22831173	14	1126	29S43M28S
k141_80	MAX75151-1RL-UDB-111-S200032745-L1-NA	46	264	12S27M11S
k141_79	SRR24415951	30	278	26S75M
k141_80	MAX63380-1RL-UDB-121-S200032962-L1-NA	64	264	5S27M18S
k141_80	SRR24415953	1023	261	55S33M13S
k141_79	SRR24415951	65	278	26S75M
k141_80	SRR24415953	28	261	43S33M25S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	176	264	12S27M11S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	27	264	13S27M10S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	286	264	5S27M18S
k141_397	20JS81749-2DL-DH-UDB-163-S200027685-L1-NA	1	370	41M9S
k141_80	SRR24415953	654	261	52S33M16S
k141_80	SRR24415953	1616	263	31M70S
k141_79	SRR24415951	45	278	21S79M1S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	183	264	7S27M16S
k141_80	MAX62265-1RL-UDB-141-S200028062-L1-NA	49	264	21S27M2S
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	182	264	13S27M10S
k141_80	21JS942028-1RL-UDB-175-S250000286-L1-NA	99	264	24S26M
k141_80	SRR24415953	568	261	10S33M58S
k141_80	SRR24415953	1229	261	18S33M50S
k141_79	SRR22831213	12	28	7S93M
k141_80	MAX60165-1RL-UDB-101-S200028666-L1-NA	194	264	24S26M
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	67	264	12S27M11S
k141_80	21JS83291401-1RL-UDB-166-S200028683-L1-NA	234	264	9S27M14S
k141_80	MAX62450-1RL-UDB-170-S200028672-L1-NA	41	264	13S27M10S
k141_80	SRR24415953	283	261	24S33M44S
k141_80	SRR24415953	1035	261	44S33M24S
k141_80	MAX72520-1RL-UDB-172-S200027793-L1-NA	12	264	20S27M3S
k141_80	MAX84190-1RL-UDB-189-S250000334-L1-NA	113	264	22S27M1S
k141_80	SRR24415953	1131	261	55S33M13S
k141_80	MAX86023-1RL-UDB-110-S200043840-L1-NA	51	261	15S26M9S
k141_99	SRR22831173	10	1126	29S43M28S
k141_80	21JS836538-1RL-UDB-99-S200030036-L1-NA	8	264	27M23S
k141_80	MBX62487-1RL-UDB-100-S200028023-L1-NA	86	264	22S27M1S
k141_102	SRR24414150	13	143	1S32M1D4M1I62M1S
k141_80	21JS832553-1RL-UDB-109-S200028714-L1-NA	36	264	13S27M10S
k141_80	MBX64879-1RL-UDB-110-S200032745-L1-NA	22	264	1S27M22S
k141_80	MAX73668-1RL-UDB-98-S200030036-L1-NA	83	264	22S27M1S
k141_80	21JS836541-1RL-UDB-98-S200030038-L1-NA	5	264	27M23S
k141_80	MAX73613-1RL-UDB-176-S200028663-L1-NA	27	264	19S27M4S
